p1z1r2,4.7533,0.501802,0
p1z1r34,-4.01629,-2.63599,8
p1z2r19,1.63237,-0.80559,8
p2z1r30,-2.47922,-0.718846,8
p2z1r31,4.49651,0.294104,10
p2z1r32,-2.17423,-1.8888,10
p2z1r33,-1.07467,-3.18014,10
p2z1r34,-1.47526,-0.799475,8
p2z1r35,4.53607,0.338393,1
p2z1r36,-3.27721,1.96508,0
p2z1r37,-3.02462,-0.999387,8
p2z1r39,-3.60927,-1.90319,8
p2z1r40,4.539,0.343579,0
p2z1r41,-8.52612,3.64498,8
p2z1r42,-2.2846,-0.773616,9
p2z1r47,-3.12459,-1.11112,9
p2z1r66,-4.76754,0.248144,8
p2z1r67,4.6627,0.468144,0
p2z1r69,-3.92957,0.914676,8
p2z1r70,-4.49422,1.55034,10
p2z1r79,2.29365,-0.272293,6
p3z1r1,-4.89212,-0.970462,10
p3z1r10,0.80047,-1.02931,8
p3z1r11,-6.36732,2.65396,8
p3z1r12,-5.67826,1.96671,8
p3z1r13,-0.687211,-1.53059,8
p3z1r14,4.16319,0.113446,0
p3z1r15,-3.70784,-2.47421,10
p3z1r16,-3.6017,0.791231,8
p3z1r17,4.60613,0.385441,1
p3z1r18,-4.31764,0.221179,7
p3z1r19,-4.92169,0.102143,8
p3z1r2,-2.83536,-0.475071,8
p3z1r21,2.72637,-0.503444,8
p3z1r22,1.48425,-0.380474,7
p3z1r24,-5.91873,0.328495,8
p3z1r25,4.71572,0.486655,0
p3z1r28,4.27536,0.278498,0
p3z1r29,4.69396,0.470112,0
p3z1r3,-2.19706,-0.881807,8
p3z1r30,-1.00639,-2.43085,8
p3z1r31,4.04786,0.0287072,3
p3z1r32,4.66762,0.444424,0
p3z1r33,-3.39902,0.751422,8
p3z1r34,0.305521,1.92061,1
p3z1r35,3.70561,0.114096,0
p3z1r36,4.22687,0.576547,0
p3z1r37,4.08774,0.0741939,2
p3z1r38,-0.114896,-2.13188,8
p3z1r4,-3.84273,-0.58517,8
p3z1r42,4.79446,0.478719,0
p3z1r5,-4.47269,-1.39047,8
p3z1r55,4.58639,0.397709,0
