smp_SRS011157,-3.09389,6.21201
smp_SRS011159,-0.865425,2.47691
smp_SRS011161,-0.5205,1.77307
smp_SRS011163,2.68525,0.1321
smp_SRS011165,2.45551,0.309352
smp_SRS011167,2.26146,0.335911
smp_SRS011169,2.14664,0.282967
smp_SRS011171,1.13838,0.248607
smp_SRS011173,-0.739065,2.0011
smp_SRS011175,-0.855659,2.65422
smp_SRS011177,-5.4105,-4.22764
smp_SRS011179,-5.80802,-4.52517
smp_SRS011180,-2.12266,-0.0273351
smp_SRS011181,-3.76875,-1.14751
smp_SRS011182,-4.09838,-3.6703
smp_SRS011271,-2.94381,6.11987
smp_SRS011273,-0.915387,2.05839
smp_SRS011275,0.396737,0.0934177
smp_SRS011277,4.05496,-0.532321
smp_SRS011279,5.07465,-1.29165
smp_SRS011281,2.22295,0.0842808
smp_SRS011283,1.93177,0.316617
smp_SRS011285,1.73681,0.143041
smp_SRS011287,-0.503399,0.685994
smp_SRS011289,-1.15682,1.17131
smp_SRS011290,-4.38696,-3.76335
smp_SRS011292,-6.08709,-4.73612
smp_SRS011293,-1.80492,3.31356
smp_SRS011294,-2.47755,3.1585
smp_SRS011296,-4.74658,-4.18785
smp_SRS011300,-3.04019,5.84878
smp_SRS011357,-0.374507,0.82103
smp_SRS011361,0.742305,-0.309045
smp_SRS011363,4.12719,-1.04377
smp_SRS011365,4.07481,-0.718659
smp_SRS011367,2.33672,-0.361484
smp_SRS011369,0.449268,0.638296
smp_SRS011371,-1.63999,0.22132
smp_SRS011373,-1.22122,-0.503782
smp_SRS011375,-6.07974,-4.99635
smp_SRS011377,-5.74165,-4.90332
smp_SRS011380,-5.11617,-3.95447
smp_SRS011405,-3.39388,6.73366
smp_SRS011407,-0.00811289,0.984819
smp_SRS011409,0.808797,-0.0884662
smp_SRS011413,-2.87693,5.82906
smp_SRS011415,-0.923751,2.16182
smp_SRS011417,-0.792987,2.86595
smp_SRS011419,1.40136,-1.19402
smp_SRS011421,4.08378,-0.899921
smp_SRS011423,4.07508,-0.854437
smp_SRS011425,3.93068,-0.595198
smp_SRS011427,0.476985,1.37914
smp_SRS011429,0.89562,0.675867
smp_SRS011431,-0.386005,-1.67602
smp_SRS011433,0.0248589,0.23477
smp_SRS011434,-1.15813,-0.224543
smp_SRS011435,-2.162,-1.24817
smp_SRS011438,-1.35499,0.297555
smp_SRS011440,-3.25171,-3.4511
smp_SRS011441,-1.00419,-2.69448
smp_SRS011442,-1.47321,0.461044
smp_SRS011443,-1.76648,0.923702
smp_SRS011444,-0.695566,0.681779
smp_SRS011446,5.94054,-1.69852
smp_SRS011448,3.54246,-0.103055
smp_SRS011450,5.34229,-1.19069
smp_SRS011452,-3.78947,7.57181
smp_SRS011454,-0.833854,1.89742
smp_SRS011456,-0.118415,0.335522
smp_SRS011458,1.70686,0.149754
smp_SRS011460,4.1486,-0.891297
smp_SRS011462,0.607296,2.66207
smp_SRS011464,1.05806,-0.398329
smp_SRS011466,1.2725,0.722165
smp_SRS011468,-3.2593,-1.97877
smp_SRS011470,-1.95875,0.864698
smp_SRS011472,-3.63684,5.94079
smp_SRS011474,-4.47331,-3.32909
smp_SRS011475,-3.39454,6.40258
smp_SRS011477,-3.25031,6.16235
smp_SRS011479,-3.92261,-3.86386
smp_SRS011482,0.182721,1.19971
smp_SRS011484,0.566125,-0.0995551
smp_SRS011485,2.44,-0.157575
smp_SRS011486,4.16627,-0.801567
smp_SRS011488,6.6683,-1.73197
smp_SRS011490,4.71748,-1.02966
smp_SRS011492,0.348,0.449889
smp_SRS011494,-1.51301,-0.0868485
smp_SRS011496,-1.65257,0.629944
smp_SRS011497,-0.921923,-3.2648
smp_SRS011498,-3.96024,-3.78019
smp_SRS011499,-2.0871,-0.230766
smp_SRS011502,-4.28147,-3.52351
smp_SRS011504,-0.367402,2.07594
smp_SRS011506,0.75275,0.782907
smp_SRS011508,4.67396,-0.908876
smp_SRS011510,3.25827,-0.160067
smp_SRS011512,3.27298,0.164068
smp_SRS011514,3.18251,0.278931
smp_SRS011516,2.80734,-0.0154633
smp_SRS011518,-1.20487,1.65762
smp_SRS011520,-1.45353,1.64214
smp_SRS011521,-2.08862,-1.32681
smp_SRS011523,6.32808,-1.88946
smp_SRS011525,6.44203,-1.92089
smp_SRS011527,6.45824,-1.93494
smp_SRS011529,-3.26281,6.88324
smp_SRS011531,-0.835023,3.1784
smp_SRS011533,-0.266086,2.28657
smp_SRS011535,1.88884,0.527519
smp_SRS011537,2.56226,0.384236
smp_SRS011539,5.02346,-0.951981
smp_SRS011541,2.29081,0.507284
smp_SRS011543,0.731869,1.02177
smp_SRS011545,-1.51004,0.901668
smp_SRS011547,-0.815949,1.22394
smp_SRS011549,-5.39558,-4.11561
smp_SRS011551,-4.89902,-1.47441
smp_SRS011553,-5.6033,-4.0433
smp_SRS011555,-5.74033,-4.43667
smp_SRS011557,-3.7662,-3.51475
smp_SRS011559,4.28634,-0.836068
smp_SRS011561,4.12948,-1.08339
smp_SRS011563,3.14258,-0.161343
smp_SRS011565,1.58305,-0.292716
smp_SRS011567,1.33245,-0.0256892
smp_SRS011569,-0.685869,-1.00325
smp_SRS011571,1.08115,-0.0113896
smp_SRS011573,2.11815,-2.30589
smp_SRS011575,-0.934119,-3.3336
smp_SRS011576,-0.0560738,-0.154582
smp_SRS011577,-2.23663,1.71051
smp_SRS011578,-2.42908,-0.323203
smp_SRS011580,4.33687,-2.08634
smp_SRS011582,6.10421,-2.04279
smp_SRS011584,6.52955,-1.98648
smp_SRS011586,-1.96141,4.58569
smp_SRS011588,-0.399835,1.42186
smp_SRS011589,-0.310417,0.793596
smp_SRS011592,3.3522,-0.383348
smp_SRS011594,4.2667,-0.574376
smp_SRS011596,1.40048,2.18984
smp_SRS011598,5.26367,-1.20871
smp_SRS011600,3.56415,-0.299545
smp_SRS011601,-1.43287,-0.261455
smp_SRS011604,-1.2913,1.59169
smp_SRS011606,-1.6337,-2.67703
smp_SRS011608,2.34542,-2.13987
smp_SRS011609,-0.36766,0.0712766
smp_SRS011611,2.03771,-1.40429
smp_SRS011613,-0.908858,-2.53769
smp_SRS011615,3.81216,-1.04107
smp_SRS011617,6.5068,-1.96621
smp_SRS011619,6.57543,-2.00742
smp_SRS011621,-3.5103,6.93213
smp_SRS011623,-1.1003,3.00517
smp_SRS011624,-0.0373907,2.22807
smp_SRS011627,2.17922,0.952106
smp_SRS011629,0.883983,2.00096
smp_SRS011631,0.970838,1.47079
smp_SRS011634,-1.1658,3.64262
smp_SRS011635,-1.12767,0.422792
smp_SRS011638,-0.79938,1.66517
smp_SRS011640,-4.34608,-3.78022
smp_SRS011641,1.53208,-2.52768
smp_SRS011645,3.05892,-2.10611
smp_SRS011647,6.35493,-1.94114
smp_SRS011649,5.91141,-1.74809
smp_SRS011651,6.40371,-1.78868
smp_SRS011653,-3.63786,7.07218
smp_SRS011655,-0.85659,2.75457
smp_SRS011657,0.819328,1.12114
smp_SRS011659,3.87025,-0.770014
smp_SRS011661,4.48504,-0.727114
smp_SRS011663,3.07639,-0.324953
smp_SRS011665,1.82588,0.79459
smp_SRS011667,3.19324,-0.293627
smp_SRS011669,-1.1825,-0.688711
smp_SRS011671,-1.9817,-0.985218
smp_SRS011673,-4.26667,-2.23616
smp_SRS011675,-4.32423,-2.25457
smp_SRS011677,-4.51426,-3.42781
smp_SRS011680,-2.45213,-2.24364
smp_SRS011682,4.72253,-1.83944
smp_SRS011684,5.75544,-1.83733
smp_SRS011686,6.40313,-1.97608
smp_SRS012191,-2.35905,4.39376
smp_SRS013141,-0.64287,1.87519
smp_SRS013156,-2.24536,-1.49576
smp_SRS013177,-3.91929,7.64426
smp_SRS013185,-0.629598,3.33159
smp_SRS013189,-0.374912,2.99318
smp_SRS013191,1.81707,1.57256
smp_SRS013193,2.96916,0.101066
smp_SRS013195,3.02334,-0.0158896
smp_SRS013197,3.12808,0.471047
smp_SRS013199,0.0264958,2.84367
smp_SRS013201,-0.758814,0.967009
smp_SRS013203,-0.533134,1.52401
smp_SRS013205,-5.5029,-3.7177
smp_SRS013207,-5.93292,-4.76542
smp_SRS013209,-3.84712,3.12762
smp_SRS013213,-0.772923,-1.80563
smp_SRS013216,-4.07228,8.0235
smp_SRS013228,-0.687035,2.53085
smp_SRS013234,2.93543,-0.0831445
smp_SRS013237,3.75305,-0.383734
smp_SRS013240,2.06577,1.09909
smp_SRS013243,1.54952,1.38908
smp_SRS013246,2.09886,0.650919
smp_SRS013249,1.64722,0.737528
smp_SRS013252,-0.877271,0.232936
smp_SRS013255,-0.933095,2.81782
smp_SRS013258,-5.94832,-5.01396
smp_SRS013261,-5.08754,-4.58619
smp_SRS013264,-3.57258,-2.79587
smp_SRS013267,-3.82434,-2.54733
smp_SRS013270,-1.53216,-3.53706
smp_SRS013386,-4.19489,8.30581
smp_SRS013407,-1.0768,-2.22342
smp_SRS013456,-1.57466,3.8652
smp_SRS013460,0.503561,1.42747
smp_SRS013462,2.20405,0.453054
smp_SRS013464,4.87962,-0.766286
smp_SRS013466,3.89061,-0.423779
smp_SRS013468,-0.460776,3.12334
smp_SRS013470,-0.647392,2.76899
smp_SRS013472,-2.83164,-2.36214
smp_SRS013474,-1.08113,-2.01708
smp_SRS013490,-1.58001,3.39667
smp_SRS013498,-0.565999,1.67332
smp_SRS013502,1.18402,0.143195
smp_SRS013504,1.70882,0.15391
smp_SRS013506,2.04905,0.231176
smp_SRS013508,0.381036,1.75758
smp_SRS013510,1.47426,0.840077
smp_SRS013512,2.32832,0.208795
smp_SRS013516,-0.850967,0.996266
smp_SRS013543,-3.91556,7.70431
smp_SRS013551,-0.932429,2.92351
smp_SRS013555,0.0197611,1.9919
smp_SRS013557,0.8107,1.4746
smp_SRS013559,3.703,-0.138152
smp_SRS013561,0.793196,2.40212
smp_SRS013563,3.30879,0.194817
smp_SRS013565,2.44286,0.097044
smp_SRS013567,-0.385633,0.764099
smp_SRS013569,-0.946821,1.1172
smp_SRS013581,-1.91678,1.0023
smp_SRS013583,-1.87574,0.666611
smp_SRS013585,-2.37606,2.73076
smp_SRS013638,-1.91555,3.94386
smp_SRS013646,-1.38454,3.57841
smp_SRS013650,-0.609771,2.27676
smp_SRS013652,-1.09534,3.00065
smp_SRS013654,1.82263,1.13509
smp_SRS013656,-1.00539,4.09677
