p1z1r2,3.28263,2.6468
p1z1r34,-3.85796,0.116596
p1z2r19,2.26897,-2.02255
p2z1r30,-3.43342,0.12828
p2z1r31,3.39243,-1.2048
p2z1r32,-3.65818,0.245285
p2z1r33,-1.97457,-0.28761
p2z1r34,-3.71681,0.239027
p2z1r35,3.39413,-0.907208
p2z1r36,0.188639,-0.986124
p2z1r37,-1.88675,-0.551798
p2z1r39,-3.64199,0.171405
p2z1r40,3.4687,-2.40263
p2z1r41,-4.4959,0.131848
p2z1r42,-3.77024,0.247817
p2z1r47,-2.75512,-0.195846
p2z1r66,-2.78844,-0.330392
p2z1r67,3.2275,2.50286
p2z1r69,-3.63823,0.22202
p2z1r70,-3.04514,-0.091397
p2z1r79,2.55821,-1.95379
p3z1r1,-3.56051,0.160471
p3z1r10,1.67866,-1.38425
p3z1r11,-4.00011,0.226923
p3z1r12,-2.74337,-0.18405
p3z1r13,0.913456,-1.60181
p3z1r14,3.2357,-0.795181
p3z1r15,-3.53947,0.247771
p3z1r16,-1.68357,-0.630423
p3z1r17,3.49442,-2.54222
p3z1r18,-3.68983,0.203171
p3z1r19,-3.49263,-0.0227735
p3z1r2,-2.92094,-0.0258127
p3z1r21,2.88309,-2.05543
p3z1r22,3.03119,-2.35954
p3z1r24,-4.15635,0.132766
p3z1r25,3.5459,-2.65289
p3z1r28,3.26748,-1.78037
p3z1r29,3.24965,3.46929
p3z1r3,-2.71914,0.627929
p3z1r30,-2.73803,0.209938
p3z1r31,3.33472,-2.2441
p3z1r32,3.41366,-0.738764
p3z1r33,-3.66741,0.186847
p3z1r34,3.06721,-2.40206
p3z1r35,3.06551,3.12881
p3z1r36,3.23849,3.48016
p3z1r37,3.20211,-2.01179
p3z1r38,0.941878,-1.18239
p3z1r4,-3.59292,0.0365024
p3z1r42,3.18657,3.3264
p3z1r5,-3.69801,0.144789
p3z1r55,3.47549,-2.49815
p3z1r6,3.07705,-2.2738
p3z1r61,-2.97287,-0.18293
p3z1r62,3.29083,3.02695
p3z1r63,3.18028,3.17683
p3z1r64,3.25046,3.40728
p3z1r65,-3.57373,0.140991
p3z1r66,3.24817,3.20213
p3z1r68,3.1829,3.41819
p3z1r69,3.03358,-2.38764
p3z1r7,3.18785,-1.86756
p3z1r71,3.13062,3.41969
p3z1r72,3.27507,3.52743
p3z1r73,3.1803,3.37034
p3z1r75,-3.79559,0.218436
p3z1r76,-3.47518,-0.0292597
p3z1r77,-3.65507,0.0581857
p3z1r78,3.12979,-1.34529
p3z1r79,1.34881,-1.63305
p3z1r8,-4.03317,0.17734
p3z1r80,0.236756,-1.25106
p3z1r9,-0.0978626,-0.00642834
p3z2r10,-2.45253,-0.406242
p3z2r12,3.39765,-2.40582
p3z2r13,1.59001,-1.88597
p3z2r15,3.25294,3.45982
p3z2r16,-3.54081,0.224554
p3z2r17,-2.01419,-0.402236
p3z2r18,-0.239419,-0.910018
p3z2r2,-3.72607,0.241385
p3z2r21,-3.4936,0.158398
p3z2r22,3.51035,-2.64185
p3z2r26,3.54447,-2.65138
p3z2r28,3.31411,0.635018
p3z2r3,3.18321,2.41335
p3z2r30,-3.17488,0.0157153
