sample,region
smp_SRS022693,mouth
smp_SRS022695,mouth
smp_SRS022697,ear
smp_SRS022699,ear
smp_SRS022705,nose
smp_SRS022707,vagina
smp_SRS022709,vagina
smp_SRS022711,vagina
smp_SRS022735,stool
smp_SRS022743,mouth
smp_SRS022747,mouth
smp_SRS022749,mouth
smp_SRS022751,mouth
smp_SRS022753,mouth
smp_SRS022755,mouth
smp_SRS022757,mouth
smp_SRS022759,mouth
smp_SRS022761,mouth
smp_SRS022763,ear
smp_SRS022765,ear
smp_SRS022771,nose
smp_SRS022773,vagina
smp_SRS022775,vagina
smp_SRS022777,vagina
smp_SRS022798,stool
smp_SRS022806,mouth
smp_SRS022810,mouth
smp_SRS022812,mouth
smp_SRS022814,mouth
smp_SRS022816,mouth
smp_SRS022818,mouth
smp_SRS022820,mouth
smp_SRS022822,mouth
smp_SRS022824,mouth
smp_SRS022858,stool
smp_SRS022866,mouth
smp_SRS022870,mouth
smp_SRS022872,mouth
smp_SRS022874,mouth
smp_SRS022876,mouth
smp_SRS022878,mouth
smp_SRS022880,mouth
smp_SRS022882,mouth
smp_SRS022884,mouth
smp_SRS022894,nose
smp_SRS022896,vagina
smp_SRS022898,vagina
smp_SRS022900,vagina
smp_SRS022924,stool
smp_SRS022932,mouth
smp_SRS022936,mouth
smp_SRS022938,mouth
smp_SRS022940,mouth
smp_SRS022942,mouth
smp_SRS022944,mouth
smp_SRS022946,mouth
smp_SRS022948,mouth
smp_SRS022952,ear
smp_SRS022954,ear
smp_SRS022956,arm
smp_SRS022958,arm
smp_SRS022960,nose
smp_SRS022962,vagina
smp_SRS022964,vagina
smp_SRS022966,vagina
smp_SRS022987,stool
smp_SRS022995,mouth
smp_SRS022999,mouth
smp_SRS023001,mouth
smp_SRS023003,mouth
smp_SRS023005,mouth
smp_SRS023007,mouth
smp_SRS023009,mouth
smp_SRS023011,mouth
smp_SRS023013,mouth
smp_SRS023015,ear
smp_SRS023017,ear
smp_SRS023019,arm
smp_SRS023021,arm
smp_SRS023023,nose
smp_SRS023047,stool
smp_SRS023055,mouth
smp_SRS023059,mouth
smp_SRS023061,mouth
smp_SRS023063,mouth
smp_SRS023065,mouth
smp_SRS023067,mouth
smp_SRS023069,mouth
smp_SRS023071,mouth
smp_SRS023073,mouth
smp_SRS023075,ear
smp_SRS023077,ear
smp_SRS023079,arm
smp_SRS023081,arm
smp_SRS023083,nose
smp_SRS023085,vagina
smp_SRS023087,vagina
smp_SRS023089,vagina
smp_SRS023106,stool
smp_SRS023114,mouth
smp_SRS023118,mouth
smp_SRS023120,mouth
smp_SRS023122,mouth
smp_SRS023124,mouth
smp_SRS023126,mouth
smp_SRS023128,mouth
smp_SRS023130,mouth
smp_SRS023132,mouth
smp_SRS023134,ear
smp_SRS023137,ear
smp_SRS023143,nose
smp_SRS023145,vagina
smp_SRS023147,vagina
smp_SRS023149,vagina
smp_SRS023176,stool
smp_SRS023184,mouth
smp_SRS023188,mouth
smp_SRS023190,mouth
smp_SRS023192,mouth
smp_SRS023194,mouth
smp_SRS023196,mouth
smp_SRS023198,mouth
smp_SRS023200,mouth
smp_SRS023202,mouth
smp_SRS023204,ear
smp_SRS023206,ear
smp_SRS023208,arm
smp_SRS023212,nose
smp_SRS023217,vagina
smp_SRS023219,vagina
smp_SRS023221,vagina
smp_SRS023242,stool
smp_SRS023250,mouth
smp_SRS023254,mouth
smp_SRS023258,mouth
smp_SRS023260,mouth
smp_SRS023262,mouth
smp_SRS023264,mouth
smp_SRS023266,mouth
smp_SRS023268,mouth
smp_SRS023270,ear
smp_SRS023302,stool
smp_SRS023310,mouth
smp_SRS023314,mouth
smp_SRS023316,mouth
smp_SRS023318,mouth
smp_SRS023320,mouth
smp_SRS023322,mouth
smp_SRS023324,mouth
smp_SRS023326,mouth
smp_SRS023328,mouth
smp_SRS023330,ear
smp_SRS023332,ear
smp_SRS023338,nose
smp_SRS023340,vagina
smp_SRS023342,vagina
smp_SRS023344,vagina
smp_SRS023365,stool
smp_SRS023373,mouth
smp_SRS023377,mouth
smp_SRS023379,mouth
smp_SRS023381,mouth
smp_SRS023383,mouth
smp_SRS023385,mouth
smp_SRS023387,mouth
smp_SRS023389,mouth
smp_SRS023391,mouth
smp_SRS023393,ear
smp_SRS023395,ear
smp_SRS023401,nose
smp_SRS023422,stool
smp_SRS023430,mouth
smp_SRS023434,mouth
smp_SRS023436,mouth
smp_SRS023438,mouth
smp_SRS023440,mouth
smp_SRS023442,mouth
smp_SRS023444,mouth
smp_SRS023446,mouth
smp_SRS023448,mouth
smp_SRS023450,ear
smp_SRS023452,ear
smp_SRS023458,nose
smp_SRS023461,vagina
smp_SRS023464,vagina
smp_SRS023467,vagina
smp_SRS023488,stool
smp_SRS023496,mouth
smp_SRS023500,mouth
smp_SRS023502,mouth
smp_SRS023504,mouth
smp_SRS023506,mouth
smp_SRS023508,mouth
smp_SRS023510,mouth
smp_SRS023512,mouth
smp_SRS023514,mouth
smp_SRS023516,ear
smp_SRS023518,ear
smp_SRS023520,arm
smp_SRS023522,arm
smp_SRS023545,stool
smp_SRS023553,mouth
smp_SRS023557,mouth
smp_SRS023561,mouth
smp_SRS023563,mouth
smp_SRS023565,mouth
smp_SRS023567,mouth
smp_SRS023569,mouth
smp_SRS023571,mouth
smp_SRS023573,ear
smp_SRS023575,ear
smp_SRS023579,arm
smp_SRS023581,nose
smp_SRS023605,stool
smp_SRS023613,mouth
smp_SRS023617,mouth
smp_SRS023619,mouth
smp_SRS023621,mouth
smp_SRS023623,mouth
smp_SRS023625,mouth
smp_SRS023627,mouth
smp_SRS023629,mouth
smp_SRS023631,mouth
smp_SRS023633,ear
smp_SRS023635,ear
smp_SRS023637,arm
smp_SRS023639,arm
smp_SRS023641,nose
smp_SRS023643,vagina
smp_SRS023645,vagina
smp_SRS023647,vagina
smp_SRS023671,stool
smp_SRS023679,mouth
smp_SRS023683,mouth
smp_SRS023685,mouth
smp_SRS023687,mouth
smp_SRS023689,mouth
smp_SRS023691,mouth
smp_SRS023693,mouth
smp_SRS023695,mouth
smp_SRS023697,mouth
smp_SRS023699,ear
smp_SRS023701,ear
smp_SRS023709,vagina
smp_SRS023711,vagina
smp_SRS023713,vagina
smp_SRS023734,stool
smp_SRS023742,mouth
smp_SRS023746,mouth
smp_SRS023748,mouth
smp_SRS023750,mouth
smp_SRS023752,mouth
smp_SRS023756,mouth
smp_SRS023758,mouth
smp_SRS023760,mouth
smp_SRS023762,ear
smp_SRS023764,ear
smp_SRS023766,arm
smp_SRS023768,arm
smp_SRS023770,nose
smp_SRS023791,stool
smp_SRS023799,mouth
smp_SRS023803,mouth
smp_SRS023805,mouth
smp_SRS023807,mouth
smp_SRS023809,mouth
smp_SRS023811,mouth
smp_SRS023813,mouth
smp_SRS023815,mouth
smp_SRS023817,mouth
smp_SRS023821,ear
smp_SRS023851,stool
smp_SRS023859,mouth
smp_SRS023863,mouth
smp_SRS023865,mouth
smp_SRS023867,mouth
smp_SRS023869,mouth
smp_SRS023871,mouth
smp_SRS023873,mouth
smp_SRS023875,mouth
smp_SRS023877,mouth
smp_SRS023879,ear
smp_SRS023881,ear
smp_SRS023883,arm
smp_SRS023885,arm
smp_SRS023887,nose
smp_SRS023889,vagina
smp_SRS023891,vagina
smp_SRS023893,vagina
smp_SRS023914,stool
smp_SRS023922,mouth
smp_SRS023926,mouth
smp_SRS023928,mouth
smp_SRS023930,mouth
smp_SRS023932,mouth
smp_SRS023934,mouth
smp_SRS023936,mouth
smp_SRS023938,mouth
smp_SRS023940,mouth
smp_SRS023942,ear
smp_SRS023944,ear
smp_SRS023950,nose
smp_SRS023971,stool
smp_SRS023979,mouth
smp_SRS023983,mouth
smp_SRS023985,mouth
smp_SRS023987,mouth
smp_SRS023989,mouth
smp_SRS023991,mouth
smp_SRS023993,mouth
smp_SRS023995,mouth
smp_SRS023997,mouth
smp_SRS023999,ear
smp_SRS024001,ear
smp_SRS024005,arm
smp_SRS024007,nose
smp_SRS024028,stool
smp_SRS024036,mouth
smp_SRS024040,mouth
smp_SRS024042,mouth
smp_SRS024044,mouth
smp_SRS024046,mouth
smp_SRS024048,mouth
smp_SRS024050,mouth
smp_SRS024052,mouth
smp_SRS024054,mouth
smp_SRS024058,ear
smp_SRS024064,nose
smp_SRS024069,vagina
smp_SRS024071,vagina
smp_SRS024073,vagina
smp_SRS024094,stool
smp_SRS024102,mouth
smp_SRS024106,mouth
smp_SRS024108,mouth
smp_SRS024110,mouth
smp_SRS024112,mouth
smp_SRS024114,mouth
smp_SRS024116,mouth
smp_SRS024118,mouth
smp_SRS024120,mouth
smp_SRS024122,ear
smp_SRS024124,ear
smp_SRS024126,arm
smp_SRS024130,nose
smp_SRS024151,stool
smp_SRS024159,mouth
smp_SRS024163,mouth
smp_SRS024165,mouth
smp_SRS024167,mouth
smp_SRS024169,mouth
smp_SRS024171,mouth
smp_SRS024173,mouth
smp_SRS024175,mouth
smp_SRS024177,mouth
smp_SRS024179,ear
smp_SRS024181,ear
smp_SRS024183,arm
smp_SRS024187,nose
smp_SRS024208,stool
smp_SRS024216,mouth
smp_SRS024220,mouth
smp_SRS024222,mouth
smp_SRS024224,mouth
smp_SRS024226,mouth
smp_SRS024228,mouth
smp_SRS024230,mouth
smp_SRS024232,mouth
smp_SRS024234,mouth
smp_SRS024236,ear
smp_SRS024238,ear
smp_SRS024240,arm
smp_SRS024244,nose
smp_SRS024265,stool
smp_SRS024273,mouth
smp_SRS024277,mouth
smp_SRS024279,mouth
smp_SRS024281,mouth
smp_SRS024283,mouth
smp_SRS024285,mouth
smp_SRS024287,mouth
smp_SRS024289,mouth
smp_SRS024291,mouth
smp_SRS024293,ear
smp_SRS024295,ear
smp_SRS024297,arm
smp_SRS024299,arm
smp_SRS024301,nose
smp_SRS024306,vagina
smp_SRS024308,vagina
smp_SRS024310,vagina
smp_SRS024331,stool
smp_SRS024339,mouth
smp_SRS024343,mouth
smp_SRS024345,mouth
smp_SRS024347,mouth
smp_SRS024349,mouth
smp_SRS024351,mouth
smp_SRS024353,mouth
smp_SRS024355,mouth
smp_SRS024357,mouth
smp_SRS024359,ear
smp_SRS024361,ear
smp_SRS024363,arm
smp_SRS024365,arm
smp_SRS024367,nose
smp_SRS024388,stool
smp_SRS024396,mouth
smp_SRS024400,mouth
smp_SRS024404,mouth
smp_SRS024406,mouth
smp_SRS024408,mouth
smp_SRS024410,mouth
smp_SRS024412,mouth
smp_SRS024414,mouth
smp_SRS024416,ear
smp_SRS024418,ear
smp_SRS024420,arm
smp_SRS024422,arm
smp_SRS024424,nose
smp_SRS024429,vagina
smp_SRS024431,vagina
smp_SRS024433,vagina
smp_SRS024454,stool
smp_SRS024462,mouth
smp_SRS024466,mouth
smp_SRS024468,mouth
smp_SRS024470,mouth
smp_SRS024472,mouth
smp_SRS024474,mouth
smp_SRS024476,mouth
smp_SRS024478,mouth
smp_SRS024480,mouth
smp_SRS024482,ear
smp_SRS024484,ear
smp_SRS024488,arm
smp_SRS024490,nose
smp_SRS024511,stool
smp_SRS024519,mouth
smp_SRS024523,mouth
smp_SRS024525,mouth
smp_SRS024527,mouth
smp_SRS024529,mouth
smp_SRS024531,mouth
smp_SRS024533,mouth
smp_SRS024535,mouth
smp_SRS024537,mouth
smp_SRS024539,ear
smp_SRS024541,ear
smp_SRS024543,arm
smp_SRS024545,arm
smp_SRS024547,nose
smp_SRS024568,stool
smp_SRS024576,mouth
smp_SRS024580,mouth
smp_SRS024582,mouth
smp_SRS024584,mouth
smp_SRS024586,mouth
smp_SRS024588,mouth
smp_SRS024590,mouth
smp_SRS024592,mouth
smp_SRS024594,mouth
smp_SRS024596,ear
smp_SRS024598,ear
smp_SRS024625,stool
smp_SRS024633,mouth
smp_SRS024637,mouth
smp_SRS024639,mouth
smp_SRS024641,mouth
smp_SRS024643,mouth
smp_SRS024645,mouth
smp_SRS024647,mouth
smp_SRS024649,mouth
smp_SRS024651,mouth
smp_SRS024653,ear
smp_SRS024655,ear
smp_SRS024657,arm
smp_SRS024659,arm
smp_SRS024661,nose
smp_SRS024682,stool
smp_SRS024690,mouth
smp_SRS024694,mouth
smp_SRS024698,mouth
smp_SRS024700,mouth
smp_SRS024702,mouth
smp_SRS024704,mouth
smp_SRS024706,mouth
smp_SRS024708,mouth
smp_SRS024710,ear
smp_SRS024712,ear
smp_SRS024718,nose
smp_SRS024721,nose
smp_SRS042087,mouth
smp_SRS042091,mouth
smp_SRS042093,mouth
smp_SRS042102,mouth
smp_SRS042117,ear
smp_SRS042121,nose
smp_SRS042197,mouth
smp_SRS042205,nose
smp_SRS042206,mouth
smp_SRS042235,ear
smp_SRS042246,vagina
smp_SRS042248,ear
smp_SRS042258,mouth
smp_SRS042263,mouth
smp_SRS042272,mouth
smp_SRS042274,ear
smp_SRS042288,mouth
smp_SRS042289,ear
smp_SRS042290,stool
smp_SRS042298,mouth
smp_SRS042320,vagina
smp_SRS042322,vagina
smp_SRS042324,ear
smp_SRS042331,mouth
smp_SRS042359,mouth
smp_SRS042360,arm
smp_SRS042365,stool
smp_SRS042387,stool
smp_SRS042415,stool
smp_SRS042427,mouth
smp_SRS042436,stool
smp_SRS042441,mouth
smp_SRS042483,mouth
smp_SRS042498,arm
smp_SRS042504,mouth
smp_SRS042521,mouth
smp_SRS042527,nose
smp_SRS042533,mouth
smp_SRS042543,nose
smp_SRS042550,nose
smp_SRS042558,nose
smp_SRS042566,mouth
smp_SRS042569,mouth
smp_SRS042572,stool
smp_SRS042577,arm
smp_SRS042585,mouth
smp_SRS042595,mouth
smp_SRS042602,arm
smp_SRS042606,mouth
smp_SRS042607,mouth
smp_SRS042619,mouth
smp_SRS042623,mouth
smp_SRS042627,mouth
smp_SRS042628,stool
smp_SRS042639,arm
smp_SRS042643,mouth
smp_SRS042648,arm
smp_SRS042659,mouth
smp_SRS042669,stool
smp_SRS042678,arm
smp_SRS042680,mouth
smp_SRS042698,mouth
smp_SRS042703,stool
smp_SRS042716,ear
smp_SRS042722,mouth
smp_SRS042733,vagina
smp_SRS042780,arm
smp_SRS042783,mouth
smp_SRS042788,nose
smp_SRS042803,stool
smp_SRS042830,arm
smp_SRS042843,stool
smp_SRS042857,mouth
smp_SRS042884,mouth
smp_SRS042888,mouth
smp_SRS042924,nose
smp_SRS042958,ear
smp_SRS042961,vagina
smp_SRS042974,ear
smp_SRS042989,ear
smp_SRS043014,mouth
smp_SRS043032,mouth
smp_SRS043034,mouth
smp_SRS043043,ear
smp_SRS043044,mouth
smp_SRS043047,mouth
smp_SRS043058,ear
smp_SRS043066,vagina
smp_SRS043077,mouth
smp_SRS043112,mouth
smp_SRS043122,ear
smp_SRS043149,mouth
smp_SRS043159,ear
smp_SRS043160,arm
smp_SRS043187,ear
smp_SRS043190,nose
smp_SRS043192,mouth
smp_SRS043201,mouth
smp_SRS043203,mouth
smp_SRS043219,mouth
smp_SRS043226,mouth
smp_SRS043234,ear
smp_SRS043241,ear
smp_SRS043253,ear
smp_SRS043289,mouth
smp_SRS043291,ear
smp_SRS043299,stool
smp_SRS043306,mouth
smp_SRS043325,mouth
smp_SRS043336,mouth
smp_SRS043338,vagina
smp_SRS043339,arm
smp_SRS043351,mouth
smp_SRS043353,mouth
smp_SRS043360,arm
smp_SRS043369,nose
smp_SRS043378,ear
smp_SRS043392,mouth
smp_SRS043395,vagina
smp_SRS043400,ear
smp_SRS043408,mouth
smp_SRS043411,stool
smp_SRS043422,mouth
smp_SRS043428,mouth
smp_SRS043437,mouth
smp_SRS043455,ear
smp_SRS043499,mouth
smp_SRS043503,arm
smp_SRS043508,ear
smp_SRS043531,mouth
smp_SRS043542,mouth
smp_SRS043550,mouth
smp_SRS043552,mouth
smp_SRS043565,mouth
smp_SRS043568,arm
smp_SRS043573,ear
smp_SRS043574,mouth
smp_SRS043580,vagina
smp_SRS043591,mouth
smp_SRS043594,mouth
smp_SRS043596,nose
smp_SRS043603,mouth
smp_SRS043620,mouth
smp_SRS043640,ear
smp_SRS043642,mouth
smp_SRS043664,nose
smp_SRS043675,arm
smp_SRS043680,mouth
smp_SRS043683,mouth
smp_SRS043701,stool
smp_SRS043704,arm
smp_SRS043706,arm
smp_SRS043721,mouth
smp_SRS043722,arm
smp_SRS043728,arm
smp_SRS043730,mouth
smp_SRS043758,mouth
smp_SRS043769,stool
smp_SRS043792,mouth
smp_SRS043799,vagina
smp_SRS043804,stool
smp_SRS043821,mouth
smp_SRS043826,mouth
smp_SRS043848,ear
smp_SRS043873,arm
smp_SRS043875,vagina
smp_SRS043886,mouth
smp_SRS043889,mouth
smp_SRS043898,mouth
smp_SRS043921,vagina
smp_SRS043922,vagina
smp_SRS043924,mouth
smp_SRS043928,ear
smp_SRS043968,ear
smp_SRS043993,mouth
smp_SRS043994,nose
smp_SRS044011,ear
smp_SRS044021,arm
smp_SRS044027,mouth
smp_SRS044032,mouth
smp_SRS044038,mouth
smp_SRS044041,mouth
smp_SRS044071,ear
smp_SRS044078,mouth
smp_SRS044088,stool
smp_SRS044092,mouth
smp_SRS044110,arm
smp_SRS044141,ear
smp_SRS044145,mouth
smp_SRS044146,stool
smp_SRS044175,mouth
smp_SRS044177,mouth
smp_SRS044192,mouth
smp_SRS044206,mouth
smp_SRS044214,mouth
smp_SRS044226,mouth
smp_SRS044248,mouth
smp_SRS044264,mouth
smp_SRS044265,vagina
smp_SRS044266,mouth
smp_SRS044272,mouth
smp_SRS044286,mouth
smp_SRS044297,mouth
smp_SRS044299,mouth
smp_SRS044314,mouth
smp_SRS044317,nose
smp_SRS044339,mouth
smp_SRS044351,mouth
smp_SRS044355,mouth
smp_SRS044375,ear
smp_SRS044378,mouth
smp_SRS044395,mouth
smp_SRS044415,stool
smp_SRS044434,vagina
smp_SRS044435,mouth
smp_SRS044442,nose
smp_SRS044446,mouth
smp_SRS044450,mouth
smp_SRS044456,vagina
smp_SRS044474,nose
smp_SRS044477,ear
smp_SRS044511,ear
smp_SRS044526,mouth
smp_SRS044546,arm
smp_SRS044548,mouth
smp_SRS044569,nose
smp_SRS044581,mouth
smp_SRS044585,ear
smp_SRS044586,ear
smp_SRS044589,mouth
smp_SRS044593,mouth
smp_SRS044602,ear
smp_SRS044605,ear
smp_SRS044606,mouth
smp_SRS044615,arm
smp_SRS044617,mouth
smp_SRS044630,mouth
smp_SRS044635,mouth
smp_SRS044643,mouth
smp_SRS044660,mouth
smp_SRS044666,nose
smp_SRS044673,ear
smp_SRS044676,mouth
smp_SRS044681,ear
smp_SRS044683,mouth
smp_SRS044693,mouth
smp_SRS044700,mouth
smp_SRS044702,mouth
smp_SRS044714,arm
smp_SRS044715,vagina
smp_SRS044719,mouth
smp_SRS044742,vagina
smp_SRS044748,mouth
smp_SRS044750,vagina
smp_SRS044780,mouth
smp_SRS044781,ear
smp_SRS044788,mouth
smp_SRS044803,mouth
smp_SRS044808,nose
smp_SRS044811,mouth
smp_SRS044813,mouth
smp_SRS044827,vagina
smp_SRS044830,mouth
smp_SRS044834,ear
smp_SRS044842,mouth
smp_SRS044872,arm
smp_SRS044879,mouth
smp_SRS044893,mouth
smp_SRS044898,vagina
smp_SRS044901,mouth
smp_SRS044902,vagina
smp_SRS044937,nose
smp_SRS044938,mouth
smp_SRS044943,ear
smp_SRS044945,vagina
smp_SRS044948,vagina
smp_SRS044970,arm
smp_SRS044978,mouth
smp_SRS044993,ear
smp_SRS044996,mouth
smp_SRS045007,mouth
smp_SRS045061,mouth
smp_SRS045119,ear
smp_SRS045122,arm
smp_SRS045129,arm
smp_SRS045136,mouth
smp_SRS045138,mouth
smp_SRS045145,mouth
smp_SRS045153,mouth
smp_SRS045158,mouth
smp_SRS045165,mouth
smp_SRS045166,mouth
smp_SRS045170,vagina
smp_SRS045177,ear
smp_SRS045182,ear
smp_SRS045191,ear
smp_SRS045197,mouth
smp_SRS045209,mouth
smp_SRS045211,mouth
smp_SRS045212,mouth
smp_SRS045214,mouth
smp_SRS045215,mouth
smp_SRS045226,mouth
smp_SRS045258,mouth
smp_SRS045276,mouth
smp_SRS045277,mouth
smp_SRS045280,ear
smp_SRS045281,vagina
smp_SRS045289,mouth
smp_SRS045314,mouth
smp_SRS045318,mouth
smp_SRS045350,stool
smp_SRS045353,mouth
smp_SRS045359,mouth
smp_SRS045364,mouth
smp_SRS045371,mouth
smp_SRS045378,nose
smp_SRS045387,mouth
smp_SRS045391,mouth
smp_SRS045400,ear
smp_SRS045403,arm
smp_SRS045406,ear
smp_SRS045413,mouth
smp_SRS045414,stool
smp_SRS045460,mouth
smp_SRS045463,ear
smp_SRS045466,mouth
smp_SRS045467,mouth
smp_SRS045479,ear
smp_SRS045482,ear
smp_SRS045483,mouth
smp_SRS045493,stool
smp_SRS045517,mouth
smp_SRS045519,mouth
smp_SRS045526,stool
smp_SRS045536,ear
smp_SRS045567,mouth
smp_SRS045571,mouth
smp_SRS045607,stool
smp_SRS045613,stool
smp_SRS045614,mouth
smp_SRS045627,stool
smp_SRS045667,mouth
smp_SRS045672,arm
smp_SRS045710,mouth
smp_SRS045722,vagina
smp_SRS045746,vagina
smp_SRS045752,arm
smp_SRS045770,mouth
smp_SRS045771,mouth
smp_SRS045792,mouth
smp_SRS045797,mouth
smp_SRS045807,vagina
smp_SRS045849,nose
smp_SRS045850,vagina
smp_SRS045858,mouth
smp_SRS045871,mouth
smp_SRS045874,arm
smp_SRS045877,stool
smp_SRS045880,arm
smp_SRS045891,mouth
smp_SRS045908,mouth
smp_SRS045910,stool
smp_SRS045915,vagina
smp_SRS045919,mouth
smp_SRS045920,vagina
smp_SRS045922,mouth
smp_SRS045931,mouth
smp_SRS045934,mouth
smp_SRS045945,mouth
smp_SRS045963,mouth
smp_SRS045980,mouth
smp_SRS046006,mouth
smp_SRS046022,mouth
smp_SRS046027,mouth
smp_SRS046038,ear
smp_SRS046051,mouth
smp_SRS046080,vagina
smp_SRS046087,nose
smp_SRS046089,arm
smp_SRS046108,vagina
smp_SRS046109,vagina
smp_SRS046126,vagina
smp_SRS046131,mouth
smp_SRS046134,mouth
smp_SRS046142,ear
smp_SRS046144,mouth
smp_SRS046149,mouth
smp_SRS046150,mouth
smp_SRS046154,mouth
smp_SRS046160,mouth
smp_SRS046164,nose
smp_SRS046196,mouth
smp_SRS046216,stool
smp_SRS046244,mouth
smp_SRS046254,arm
smp_SRS046266,mouth
smp_SRS046269,mouth
smp_SRS046272,mouth
smp_SRS046281,mouth
smp_SRS046302,ear
smp_SRS046309,ear
smp_SRS046313,stool
smp_SRS046317,arm
smp_SRS046325,arm
smp_SRS046341,stool
smp_SRS046349,stool
smp_SRS046353,arm
smp_SRS046361,mouth
smp_SRS046376,mouth
smp_SRS046379,arm
smp_SRS046382,stool
smp_SRS046383,mouth
smp_SRS046385,mouth
smp_SRS046408,mouth
smp_SRS046412,ear
smp_SRS046477,ear
smp_SRS046488,mouth
smp_SRS046495,mouth
smp_SRS046500,ear
smp_SRS046505,ear
smp_SRS046510,mouth
smp_SRS046514,mouth
smp_SRS046522,mouth
smp_SRS046524,mouth
smp_SRS046528,mouth
smp_SRS046537,mouth
smp_SRS046542,mouth
smp_SRS046552,nose
smp_SRS046568,mouth
smp_SRS046586,mouth
smp_SRS046588,mouth
smp_SRS046608,vagina
smp_SRS046612,mouth
smp_SRS046636,mouth
smp_SRS046639,stool
smp_SRS046640,vagina
smp_SRS046697,mouth
smp_SRS046703,mouth
smp_SRS046739,mouth
smp_SRS046741,arm
smp_SRS046752,mouth
smp_SRS046755,ear
smp_SRS046759,mouth
smp_SRS046784,arm
smp_SRS046788,mouth
smp_SRS046796,mouth
smp_SRS046799,mouth
smp_SRS046835,ear
smp_SRS046845,mouth
smp_SRS046855,mouth
smp_SRS046864,ear
smp_SRS046871,arm
smp_SRS046874,ear
smp_SRS046889,mouth
smp_SRS046893,mouth
smp_SRS046921,mouth
smp_SRS046924,mouth
smp_SRS046929,mouth
smp_SRS046938,mouth
smp_SRS046941,ear
smp_SRS046956,mouth
smp_SRS046963,ear
smp_SRS046974,mouth
smp_SRS046977,ear
smp_SRS046980,mouth
smp_SRS046986,mouth
smp_SRS046988,mouth
smp_SRS047001,mouth
smp_SRS047005,mouth
smp_SRS047034,mouth
smp_SRS047042,mouth
smp_SRS047054,mouth
smp_SRS047078,arm
smp_SRS047084,mouth
smp_SRS047088,mouth
smp_SRS047094,mouth
smp_SRS047113,mouth
smp_SRS047127,arm
smp_SRS047139,mouth
smp_SRS047149,mouth
smp_SRS047158,mouth
smp_SRS047177,ear
smp_SRS047180,mouth
smp_SRS047193,mouth
smp_SRS047219,mouth
smp_SRS047225,nose
smp_SRS047255,ear
smp_SRS047260,mouth
smp_SRS047265,mouth
smp_SRS047278,nose
smp_SRS047280,mouth
smp_SRS047313,mouth
smp_SRS047320,ear
smp_SRS047327,mouth
smp_SRS047328,mouth
smp_SRS047341,mouth
smp_SRS047354,mouth
smp_SRS047410,mouth
smp_SRS047411,mouth
smp_SRS047414,mouth
smp_SRS047418,mouth
smp_SRS047419,arm
smp_SRS047422,ear
smp_SRS047424,vagina
smp_SRS047449,nose
smp_SRS047455,mouth
smp_SRS047456,ear
smp_SRS047465,arm
smp_SRS047484,ear
smp_SRS047486,ear
smp_SRS047494,mouth
smp_SRS047499,ear
smp_SRS047507,ear
smp_SRS047546,mouth
smp_SRS047554,mouth
smp_SRS047561,stool
smp_SRS047564,mouth
smp_SRS047581,ear
smp_SRS047584,mouth
smp_SRS047606,mouth
smp_SRS047607,mouth
smp_SRS047615,vagina
smp_SRS047619,nose
smp_SRS047625,mouth
smp_SRS047627,mouth
smp_SRS047634,mouth
smp_SRS047636,arm
smp_SRS047642,stool
smp_SRS047650,mouth
smp_SRS047653,mouth
smp_SRS047658,mouth
smp_SRS047667,mouth
smp_SRS047699,arm
smp_SRS047701,mouth
smp_SRS047711,arm
smp_SRS047712,mouth
smp_SRS047717,mouth
smp_SRS047723,ear
smp_SRS047732,mouth
smp_SRS047736,mouth
smp_SRS047751,mouth
smp_SRS047760,mouth
smp_SRS047765,mouth
smp_SRS047772,ear
smp_SRS047781,mouth
smp_SRS047787,mouth
smp_SRS047795,mouth
smp_SRS047816,mouth
smp_SRS047830,mouth
smp_SRS047859,mouth
smp_SRS047862,ear
smp_SRS047873,mouth
smp_SRS047886,nose
smp_SRS047898,arm
smp_SRS047906,mouth
smp_SRS047917,mouth
smp_SRS047918,mouth
smp_SRS047925,arm
smp_SRS047943,vagina
smp_SRS047950,stool
smp_SRS047957,mouth
smp_SRS047967,stool
smp_SRS047983,mouth
smp_SRS047998,nose
smp_SRS048008,stool
smp_SRS048022,arm
smp_SRS048043,mouth
smp_SRS048044,mouth
smp_SRS048045,mouth
smp_SRS048074,mouth
smp_SRS048080,mouth
smp_SRS048083,stool
smp_SRS048090,mouth
smp_SRS048093,arm
smp_SRS048103,mouth
smp_SRS048122,ear
smp_SRS048140,mouth
smp_SRS048173,mouth
smp_SRS048194,vagina
smp_SRS048195,mouth
smp_SRS048224,arm
smp_SRS048228,mouth
smp_SRS048237,mouth
smp_SRS048240,mouth
smp_SRS048242,mouth
smp_SRS048275,vagina
smp_SRS048284,mouth
smp_SRS048299,stool
smp_SRS048332,mouth
smp_SRS048334,mouth
smp_SRS048383,mouth
smp_SRS048393,mouth
smp_SRS048396,mouth
smp_SRS048401,mouth
smp_SRS048439,mouth
smp_SRS048463,mouth
smp_SRS048471,mouth
smp_SRS048480,mouth
smp_SRS048515,mouth
smp_SRS048544,mouth
smp_SRS048549,mouth
smp_SRS048570,vagina
smp_SRS048577,mouth
smp_SRS048589,mouth
smp_SRS048599,mouth
smp_SRS048602,mouth
smp_SRS048610,vagina
smp_SRS048631,vagina
smp_SRS048650,mouth
smp_SRS048653,mouth
smp_SRS048659,mouth
