sample,region
smp_SRS064399,ear
smp_SRS064402,mouth
smp_SRS064406,vagina
smp_SRS064411,arm
smp_SRS064413,mouth
smp_SRS064418,ear
smp_SRS064439,vagina
smp_SRS064445,mouth
smp_SRS064462,mouth
smp_SRS064467,nose
smp_SRS064478,mouth
smp_SRS064479,mouth
smp_SRS064483,mouth
smp_SRS064493,mouth
smp_SRS064510,arm
smp_SRS064539,mouth
smp_SRS064540,mouth
smp_SRS064557,stool
smp_SRS064558,mouth
smp_SRS064564,mouth
smp_SRS064586,ear
smp_SRS064595,mouth
smp_SRS064596,mouth
smp_SRS064603,mouth
smp_SRS064616,nose
smp_SRS064618,vagina
smp_SRS064620,ear
smp_SRS064626,mouth
smp_SRS064628,mouth
smp_SRS064629,arm
smp_SRS064637,mouth
smp_SRS064647,stool
smp_SRS064648,vagina
smp_SRS064652,mouth
smp_SRS064663,mouth
smp_SRS064672,mouth
smp_SRS064682,vagina
smp_SRS064707,mouth
smp_SRS064708,mouth
smp_SRS064711,mouth
smp_SRS064713,mouth
smp_SRS064715,mouth
smp_SRS064733,mouth
smp_SRS064735,ear
smp_SRS064750,nose
smp_SRS064754,arm
smp_SRS064781,ear
smp_SRS064782,arm
smp_SRS064784,vagina
smp_SRS064792,mouth
smp_SRS064809,mouth
smp_SRS064811,mouth
smp_SRS064820,ear
smp_SRS064833,vagina
smp_SRS064850,mouth
smp_SRS064859,mouth
smp_SRS064876,mouth
smp_SRS064882,vagina
smp_SRS064884,mouth
smp_SRS064897,arm
smp_SRS064905,arm
smp_SRS064910,mouth
smp_SRS064913,mouth
smp_SRS064920,mouth
smp_SRS064921,arm
smp_SRS064922,arm
smp_SRS064934,mouth
smp_SRS064959,mouth
smp_SRS064960,arm
smp_SRS064961,ear
smp_SRS064970,mouth
smp_SRS064975,vagina
smp_SRS064983,mouth
smp_SRS064987,vagina
smp_SRS064994,mouth
smp_SRS065010,mouth
smp_SRS065017,mouth
smp_SRS065022,ear
smp_SRS065037,mouth
smp_SRS065051,mouth
smp_SRS065054,mouth
smp_SRS065055,arm
smp_SRS065061,mouth
smp_SRS065069,mouth
smp_SRS065071,mouth
smp_SRS065073,nose
smp_SRS065076,nose
smp_SRS065078,nose
smp_SRS065086,mouth
smp_SRS065101,mouth
smp_SRS065120,nose
smp_SRS065123,arm
smp_SRS065125,mouth
smp_SRS065127,mouth
smp_SRS065132,nose
smp_SRS065144,mouth
smp_SRS065151,mouth
smp_SRS065156,mouth
smp_SRS065158,ear
smp_SRS065164,mouth
smp_SRS065165,vagina
smp_SRS065167,arm
smp_SRS065172,mouth
smp_SRS065179,nose
smp_SRS065181,ear
smp_SRS065189,vagina
smp_SRS065193,mouth
smp_SRS065194,arm
smp_SRS065219,mouth
smp_SRS065223,mouth
smp_SRS065224,mouth
smp_SRS065236,mouth
smp_SRS065240,mouth
smp_SRS065258,arm
smp_SRS065263,stool
smp_SRS065266,vagina
smp_SRS065278,mouth
smp_SRS065292,mouth
smp_SRS065293,mouth
smp_SRS065309,ear
smp_SRS065310,mouth
smp_SRS065311,nose
smp_SRS065316,mouth
smp_SRS065329,mouth
smp_SRS065336,mouth
smp_SRS065341,mouth
smp_SRS065343,mouth
smp_SRS065346,mouth
smp_SRS065347,vagina
smp_SRS065357,mouth
smp_SRS065362,ear
smp_SRS065365,vagina
smp_SRS065385,mouth
smp_SRS065402,arm
smp_SRS065415,mouth
smp_SRS065421,stool
smp_SRS065424,mouth
smp_SRS065429,mouth
smp_SRS065435,mouth
smp_SRS065436,vagina
smp_SRS065444,vagina
smp_SRS065451,mouth
smp_SRS065457,vagina
smp_SRS065466,stool
smp_SRS065474,arm
smp_SRS065478,arm
smp_SRS065479,nose
smp_SRS065480,ear
smp_SRS065487,arm
smp_SRS065489,mouth
smp_SRS065492,mouth
smp_SRS065499,nose
smp_SRS065500,stool
smp_SRS065501,mouth
smp_SRS065506,nose
smp_SRS065507,mouth
smp_SRS065508,mouth
smp_SRS065520,mouth
smp_SRS065533,arm
smp_SRS065544,mouth
smp_SRS065545,mouth
smp_SRS065558,mouth
smp_SRS065559,mouth
smp_SRS065568,mouth
smp_SRS065570,nose
smp_SRS065577,mouth
smp_SRS065578,mouth
smp_SRS065582,mouth
smp_SRS065584,mouth
smp_SRS065586,ear
smp_SRS065592,vagina
smp_SRS065593,mouth
smp_SRS065594,mouth
smp_SRS065595,arm
smp_SRS065597,ear
smp_SRS065604,vagina
smp_SRS065607,mouth
smp_SRS065615,nose
smp_SRS065619,vagina
smp_SRS065621,mouth
smp_SRS065628,stool
smp_SRS065630,mouth
smp_SRS065634,mouth
smp_SRS065644,vagina
smp_SRS065656,mouth
smp_SRS065665,stool
smp_SRS065666,nose
smp_SRS065675,mouth
smp_SRS065676,mouth
smp_SRS065685,mouth
smp_SRS065701,ear
smp_SRS065711,arm
smp_SRS065718,nose
smp_SRS065719,mouth
smp_SRS065725,stool
smp_SRS066144,NA
srp_SRS013156,nose
srp_SRS013199,mouth
srp_SRS013207,ear
srp_SRS013213,nose
srp_SRS013264,arm
srp_SRS013270,nose
srp_SRS013401,arm
srp_SRS013470,mouth
srp_SRS013660,mouth
srp_SRS013666,ear
srp_SRS013668,ear
srp_SRS013674,nose
srp_SRS013676,ear
srp_SRS013678,ear
srp_SRS013683,nose
srp_SRS013720,mouth
srp_SRS013727,ear
srp_SRS013732,ear
srp_SRS013741,nose
srp_SRS013834,mouth
srp_SRS016358,mouth
srp_SRS016367,ear
srp_SRS016370,ear
srp_SRS016376,arm
srp_SRS016379,nose
srp_SRS016422,mouth
srp_SRS016428,ear
srp_SRS016430,ear
srp_SRS016432,arm
srp_SRS016470,mouth
srp_SRS016479,ear
srp_SRS016482,ear
srp_SRS016491,nose
srp_SRS016539,mouth
srp_SRS016545,ear
srp_SRS016547,ear
srp_SRS016606,mouth
srp_SRS016612,ear
srp_SRS016615,ear
srp_SRS016621,nose
srp_SRS016663,mouth
srp_SRS016672,ear
srp_SRS016675,ear
srp_SRS016684,nose
srp_SRS016722,mouth
srp_SRS016775,mouth
srp_SRS016781,ear
srp_SRS016783,ear
srp_SRS016787,arm
srp_SRS016789,nose
srp_SRS016874,mouth
srp_SRS016883,ear
srp_SRS016886,ear
srp_SRS016895,nose
srp_SRS016938,mouth
srp_SRS017023,mouth
srp_SRS017041,arm
srp_SRS017086,mouth
srp_SRS017092,ear
srp_SRS017094,ear
srp_SRS017098,arm
srp_SRS017100,nose
srp_SRS017136,mouth
srp_SRS017145,ear
srp_SRS017148,ear
srp_SRS017151,arm
srp_SRS017154,arm
srp_SRS017157,nose
srp_SRS017224,mouth
srp_SRS017233,ear
srp_SRS017236,ear
srp_SRS017245,nose
srp_SRS017296,ear
srp_SRS017302,nose
srp_SRS017359,mouth
srp_SRS017365,ear
srp_SRS017367,ear
srp_SRS017371,arm
srp_SRS017373,nose
srp_SRS017416,mouth
srp_SRS017424,ear
srp_SRS017428,arm
srp_SRS017430,nose
srp_SRS017477,mouth
srp_SRS017483,ear
srp_SRS017485,ear
srp_SRS017489,arm
srp_SRS017491,nose
srp_SRS017543,mouth
srp_SRS017549,ear
srp_SRS017557,nose
srp_SRS017663,mouth
srp_SRS017669,ear
srp_SRS017671,ear
srp_SRS017673,arm
srp_SRS017677,nose
srp_SRS017723,mouth
srp_SRS017729,ear
srp_SRS017731,ear
srp_SRS017735,arm
srp_SRS017737,nose
srp_SRS017786,mouth
srp_SRS017792,ear
srp_SRS017794,ear
srp_SRS017796,arm
srp_SRS017798,arm
srp_SRS017800,nose
srp_SRS017843,mouth
srp_SRS017857,nose
srp_SRS017900,mouth
srp_SRS017906,ear
srp_SRS017908,ear
srp_SRS017912,arm
srp_SRS017914,nose
srp_SRS017957,mouth
srp_SRS017965,ear
srp_SRS018019,mouth
srp_SRS018025,ear
srp_SRS018027,ear
srp_SRS018043,nose
srp_SRS018112,nose
srp_SRS018155,mouth
srp_SRS018163,ear
srp_SRS018212,mouth
srp_SRS018218,ear
srp_SRS018220,ear
srp_SRS018226,nose
srp_SRS018272,mouth
srp_SRS018278,ear
srp_SRS018286,nose
srp_SRS018335,mouth
srp_SRS018349,nose
srp_SRS018392,mouth
srp_SRS018406,nose
srp_SRS018449,mouth
srp_SRS018511,mouth
srp_SRS018525,nose
srp_SRS018629,mouth
srp_SRS018631,mouth
srp_SRS018633,mouth
srp_SRS018635,mouth
srp_SRS018637,mouth
srp_SRS018639,mouth
srp_SRS018641,mouth
srp_SRS018643,mouth
srp_SRS018653,nose
srp_SRS018655,stool
srp_SRS018676,mouth
srp_SRS018680,mouth
srp_SRS018682,mouth
srp_SRS018684,mouth
srp_SRS018686,mouth
srp_SRS018688,mouth
srp_SRS018692,mouth
srp_SRS018694,mouth
srp_SRS018696,nose
srp_SRS018706,vagina
srp_SRS018708,vagina
srp_SRS018710,vagina
srp_SRS018712,stool
srp_SRS018838,mouth
srp_SRS018842,mouth
srp_SRS018844,mouth
srp_SRS018846,mouth
srp_SRS018848,mouth
srp_SRS018850,mouth
srp_SRS018852,mouth
srp_SRS018854,mouth
srp_SRS018866,vagina
srp_SRS018868,vagina
srp_SRS018870,vagina
srp_SRS018872,stool
srp_SRS018894,mouth
srp_SRS018896,mouth
srp_SRS018898,mouth
srp_SRS018900,mouth
srp_SRS018902,mouth
srp_SRS018904,mouth
srp_SRS018906,mouth
srp_SRS018908,mouth
srp_SRS018918,nose
srp_SRS018920,stool
srp_SRS018938,mouth
srp_SRS018942,mouth
srp_SRS018944,mouth
srp_SRS018946,mouth
srp_SRS018948,mouth
srp_SRS018950,mouth
srp_SRS018952,mouth
srp_SRS018954,mouth
srp_SRS018956,mouth
srp_SRS018968,stool
srp_SRS019288,mouth
srp_SRS019292,mouth
srp_SRS019294,mouth
srp_SRS019296,mouth
srp_SRS019298,mouth
srp_SRS019300,mouth
srp_SRS019349,mouth
srp_SRS019351,mouth
srp_SRS019353,mouth
srp_SRS019355,mouth
srp_SRS019357,mouth
srp_SRS019359,mouth
srp_SRS019361,mouth
srp_SRS019363,mouth
srp_SRS019373,nose
srp_SRS019375,vagina
srp_SRS019377,vagina
srp_SRS019379,vagina
srp_SRS019381,stool
srp_SRS019506,nose
srp_SRS019508,vagina
srp_SRS019510,vagina
srp_SRS019512,vagina
srp_SRS019514,mouth
srp_SRS019518,mouth
srp_SRS019520,mouth
srp_SRS019522,mouth
srp_SRS019524,mouth
srp_SRS019526,mouth
srp_SRS019528,mouth
srp_SRS019530,mouth
srp_SRS019532,mouth
srp_SRS019534,stool
srp_SRS020012,mouth
srp_SRS020018,ear
srp_SRS020020,ear
srp_SRS020022,arm
srp_SRS020024,arm
srp_SRS020026,nose
srp_SRS020255,mouth
srp_SRS020267,arm
srp_SRS020269,nose
srp_SRS020312,mouth
srp_SRS020318,ear
srp_SRS020320,ear
srp_SRS020326,nose
srp_SRS020372,mouth
srp_SRS020378,ear
srp_SRS020380,ear
srp_SRS020384,arm
srp_SRS020435,mouth
srp_SRS020441,ear
srp_SRS020443,ear
srp_SRS020447,arm
srp_SRS020449,nose
srp_SRS020555,ear
srp_SRS020557,ear
srp_SRS020563,nose
srp_SRS020891,mouth
srp_SRS020897,ear
srp_SRS020899,ear
srp_SRS021506,mouth
srp_SRS021512,ear
srp_SRS021514,ear
srp_SRS021520,nose
srp_SRS021992,mouth
srp_SRS021998,ear
srp_SRS022000,ear
srp_SRS022115,mouth
srp_SRS022121,ear
srp_SRS022123,ear
srp_SRS022631,mouth
srp_SRS022637,ear
srp_SRS022639,ear
srp_SRS022641,arm
srp_SRS022643,arm
srp_SRS023204,ear
srp_SRS023206,ear
srp_SRS023567,mouth
srp_SRS023573,ear
srp_SRS023575,ear
srp_SRS023577,arm
srp_SRS023579,arm
srp_SRS023627,mouth
srp_SRS023633,ear
srp_SRS023635,ear
srp_SRS023641,nose
srp_SRS023756,mouth
srp_SRS023762,ear
srp_SRS023764,ear
srp_SRS023766,arm
srp_SRS023768,arm
srp_SRS023770,nose
srp_SRS023936,mouth
srp_SRS023942,ear
srp_SRS023944,ear
srp_SRS023948,arm
srp_SRS023950,nose
srp_SRS023993,mouth
srp_SRS023999,ear
srp_SRS024001,ear
srp_SRS024007,nose
srp_SRS024050,mouth
srp_SRS024058,ear
srp_SRS024116,mouth
srp_SRS024122,ear
srp_SRS024128,arm
srp_SRS024173,mouth
srp_SRS024179,ear
srp_SRS024181,ear
srp_SRS024187,nose
srp_SRS024230,mouth
srp_SRS024236,ear
srp_SRS024238,ear
srp_SRS024287,mouth
srp_SRS024293,ear
srp_SRS024295,ear
srp_SRS024299,arm
srp_SRS024353,mouth
srp_SRS024359,ear
srp_SRS024361,ear
srp_SRS024363,arm
srp_SRS024365,arm
srp_SRS024410,mouth
srp_SRS024416,ear
srp_SRS024418,ear
srp_SRS024422,arm
srp_SRS024476,mouth
srp_SRS024486,arm
srp_SRS024488,arm
srp_SRS024490,nose
srp_SRS024590,mouth
srp_SRS024604,nose
srp_SRS024647,mouth
srp_SRS024653,ear
srp_SRS024659,arm
srp_SRS024661,nose
srp_SRS042523,nose
srp_SRS042764,ear
srp_SRS043190,nose
srp_SRS043596,nose
srp_SRS044673,ear
srp_SRS044714,arm
srp_SRS045118,vagina
srp_SRS045129,arm
srp_SRS045182,ear
srp_SRS045321,stool
srp_SRS046154,mouth
srp_SRS046353,arm
srp_SRS046477,ear
srp_SRS047540,arm
srp_SRS047787,mouth
srp_SRS047816,mouth
srp_SRS050481,arm
srp_SRS050566,arm
srp_SRS050979,arm
srp_SRS051250,mouth
srp_SRS051269,mouth
srp_SRS051731,ear
srp_SRS052063,ear
srp_SRS052103,mouth
srp_SRS052368,mouth
srp_SRS055744,arm
srp_SRS056058,mouth
srp_SRS057212,ear
srp_SRS057494,nose
srp_SRS058269,mouth
srp_SRS058322,nose
srp_SRS062400,arm
srp_SRS062425,ear
srp_SRS062450,mouth
srp_SRS062488,mouth
srp_SRS062511,mouth
srp_SRS062541,mouth
srp_SRS062556,ear
srp_SRS062617,vagina
srp_SRS062626,mouth
srp_SRS062658,mouth
srp_SRS062664,mouth
srp_SRS062686,mouth
srp_SRS062687,mouth
srp_SRS062732,mouth
srp_SRS062743,vagina
srp_SRS062753,mouth
srp_SRS062765,mouth
srp_SRS062839,mouth
srp_SRS062848,mouth
srp_SRS062850,mouth
srp_SRS062859,mouth
srp_SRS062870,mouth
srp_SRS062888,ear
srp_SRS062912,mouth
srp_SRS062919,vagina
srp_SRS062921,mouth
srp_SRS062924,mouth
srp_SRS062945,mouth
srp_SRS062975,ear
srp_SRS063011,mouth
srp_SRS063030,mouth
srp_SRS063036,mouth
srp_SRS063049,mouth
srp_SRS063083,mouth
srp_SRS063106,mouth
srp_SRS063139,mouth
srp_SRS063245,mouth
srp_SRS063259,ear
srp_SRS063261,nose
srp_SRS063315,stool
srp_SRS063328,mouth
srp_SRS063346,mouth
srp_SRS063357,mouth
srp_SRS063397,nose
srp_SRS063414,arm
srp_SRS063428,ear
srp_SRS063448,mouth
srp_SRS063461,mouth
srp_SRS063472,mouth
srp_SRS063495,mouth
srp_SRS063496,ear
srp_SRS063543,ear
srp_SRS063563,ear
srp_SRS063575,mouth
srp_SRS063610,vagina
srp_SRS063618,ear
srp_SRS063701,mouth
srp_SRS063735,mouth
srp_SRS063748,arm
srp_SRS063760,mouth
srp_SRS063779,arm
srp_SRS063789,mouth
srp_SRS063810,mouth
srp_SRS063811,mouth
srp_SRS063830,ear
srp_SRS063834,ear
srp_SRS063839,mouth
srp_SRS063848,mouth
srp_SRS063853,ear
srp_SRS063870,arm
srp_SRS063882,arm
srp_SRS063896,mouth
srp_SRS063920,ear
srp_SRS063922,ear
srp_SRS063938,mouth
srp_SRS064012,mouth
srp_SRS064062,mouth
srp_SRS064124,mouth
srp_SRS064162,ear
srp_SRS064184,vagina
srp_SRS064220,mouth
srp_SRS064284,ear
srp_SRS064326,mouth
srp_SRS064342,ear
srp_SRS064365,mouth
srp_SRS064407,mouth
srp_SRS064422,mouth
srp_SRS064446,mouth
srp_SRS064455,mouth
srp_SRS064476,mouth
srp_SRS064508,vagina
srp_SRS064515,ear
srp_SRS064525,stool
srp_SRS064527,mouth
srp_SRS064536,mouth
srp_SRS064579,mouth
srp_SRS064582,mouth
srp_SRS064590,ear
srp_SRS064594,stool
srp_SRS064598,ear
srp_SRS064614,ear
srp_SRS064615,ear
srp_SRS064627,mouth
srp_SRS064669,ear
srp_SRS064679,mouth
srp_SRS064705,mouth
srp_SRS064726,mouth
srp_SRS064794,ear
srp_SRS064807,mouth
srp_SRS064810,ear
srp_SRS064847,ear
srp_SRS064848,stool
srp_SRS064867,mouth
srp_SRS064948,mouth
srp_SRS064977,ear
srp_SRS065004,mouth
srp_SRS065013,ear
srp_SRS065028,mouth
srp_SRS065186,vagina
srp_SRS065197,ear
srp_SRS065199,ear
srp_SRS065230,vagina
srp_SRS065238,mouth
srp_SRS065267,arm
srp_SRS065270,arm
srp_SRS065294,ear
srp_SRS065301,mouth
srp_SRS065302,ear
srp_SRS065303,ear
srp_SRS065314,mouth
srp_SRS065323,stool
srp_SRS065325,arm
srp_SRS065339,ear
srp_SRS065361,ear
srp_SRS065382,arm
srp_SRS065387,mouth
srp_SRS065393,mouth
srp_SRS065409,mouth
srp_SRS065417,ear
srp_SRS065486,stool
srp_SRS065494,mouth
srp_SRS065546,mouth
srp_SRS065563,arm
srp_SRS065576,ear
srp_SRS065589,mouth
srp_SRS065618,mouth
srp_SRS065631,arm
srp_SRS065652,arm
srp_SRS065671,mouth
srp_SRS065695,vagina
srp_SRS065710,mouth
srp_SRS065717,ear
srp_SRS066144,NA
srp_SRS074605,stool
srp_SRS074613,mouth
srp_SRS074617,mouth
srp_SRS074619,mouth
srp_SRS074621,mouth
srp_SRS074623,mouth
srp_SRS074625,mouth
srp_SRS074627,mouth
srp_SRS074629,mouth
srp_SRS074631,mouth
srp_SRS074633,ear
srp_SRS074635,ear
srp_SRS074637,arm
srp_SRS074641,nose
srp_SRS074664,vagina
srp_SRS074666,vagina
srp_SRS074668,vagina
srp_SRS074689,stool
srp_SRS074697,mouth
srp_SRS074701,mouth
srp_SRS074703,mouth
srp_SRS074705,mouth
srp_SRS074707,mouth
srp_SRS074709,mouth
srp_SRS074711,mouth
srp_SRS074713,mouth
srp_SRS074715,ear
srp_SRS074717,ear
srp_SRS074721,arm
srp_SRS074723,nose
srp_SRS074799,stool
srp_SRS074807,mouth
srp_SRS074811,mouth
srp_SRS074813,mouth
srp_SRS074815,mouth
srp_SRS074817,mouth
srp_SRS074819,mouth
srp_SRS074821,mouth
srp_SRS074823,mouth
srp_SRS074825,mouth
srp_SRS074827,ear
srp_SRS074829,ear
srp_SRS074835,nose
srp_SRS074983,stool
srp_SRS074995,mouth
srp_SRS074997,mouth
srp_SRS074999,mouth
srp_SRS075001,mouth
srp_SRS075003,mouth
srp_SRS075005,mouth
srp_SRS075007,mouth
srp_SRS075009,mouth
srp_SRS075011,ear
srp_SRS075013,ear
srp_SRS075019,nose
srp_SRS075097,stool
srp_SRS075109,mouth
srp_SRS075111,mouth
srp_SRS075113,mouth
srp_SRS075115,mouth
srp_SRS075117,mouth
srp_SRS075119,mouth
srp_SRS075121,mouth
srp_SRS075123,mouth
srp_SRS075125,ear
srp_SRS075127,ear
srp_SRS075133,nose
srp_SRS075158,stool
srp_SRS075166,mouth
srp_SRS075170,mouth
srp_SRS075172,mouth
srp_SRS075174,mouth
srp_SRS075176,mouth
srp_SRS075178,mouth
srp_SRS075180,mouth
srp_SRS075182,mouth
srp_SRS075184,mouth
srp_SRS075186,ear
srp_SRS075188,ear
srp_SRS075215,stool
srp_SRS075223,mouth
srp_SRS075227,mouth
srp_SRS075229,mouth
srp_SRS075231,mouth
srp_SRS075233,mouth
srp_SRS075235,mouth
srp_SRS075237,mouth
srp_SRS075239,mouth
srp_SRS075241,mouth
srp_SRS075243,ear
srp_SRS075245,ear
srp_SRS075249,arm
srp_SRS075251,nose
srp_SRS075360,stool
srp_SRS075368,mouth
srp_SRS075372,mouth
srp_SRS075374,mouth
srp_SRS075376,mouth
srp_SRS075378,mouth
srp_SRS075380,mouth
srp_SRS075382,mouth
srp_SRS075384,mouth
srp_SRS075386,mouth
srp_SRS075388,ear
srp_SRS075390,ear
srp_SRS075392,arm
srp_SRS075394,arm
srp_SRS075396,nose
srp_SRS075538,stool
srp_SRS075546,mouth
srp_SRS075550,mouth
srp_SRS075552,mouth
srp_SRS075554,mouth
srp_SRS075556,mouth
srp_SRS075558,mouth
srp_SRS075560,mouth
srp_SRS075730,mouth
srp_SRS075732,mouth
srp_SRS075734,mouth
srp_SRS075736,mouth
srp_SRS075738,mouth
srp_SRS075740,mouth
srp_SRS075742,mouth
srp_SRS075744,mouth
srp_SRS075746,stool
srp_SRS075748,ear
srp_SRS075750,ear
srp_SRS075752,arm
srp_SRS075754,arm
srp_SRS075756,nose
srp_SRS075758,vagina
srp_SRS075760,vagina
srp_SRS075762,vagina
srp_SRS075780,mouth
srp_SRS075784,mouth
srp_SRS075786,mouth
srp_SRS075788,mouth
srp_SRS075790,mouth
srp_SRS075792,mouth
srp_SRS075794,mouth
srp_SRS075796,mouth
srp_SRS075798,mouth
srp_SRS075800,stool
srp_SRS075802,ear
srp_SRS075804,ear
srp_SRS075806,arm
srp_SRS075808,arm
srp_SRS075810,nose
srp_SRS075831,mouth
srp_SRS075835,mouth
srp_SRS075837,mouth
srp_SRS075839,mouth
srp_SRS075841,mouth
srp_SRS075843,mouth
srp_SRS075845,mouth
srp_SRS075847,mouth
srp_SRS075849,mouth
srp_SRS075851,stool
srp_SRS075853,ear
srp_SRS075855,ear
srp_SRS075857,arm
srp_SRS075859,arm
srp_SRS075861,nose
srp_SRS075863,vagina
srp_SRS075865,vagina
srp_SRS075867,vagina
srp_SRS075892,mouth
srp_SRS075894,mouth
srp_SRS075896,mouth
srp_SRS075898,mouth
srp_SRS075900,mouth
srp_SRS075902,mouth
srp_SRS075904,mouth
srp_SRS075906,mouth
srp_SRS075908,stool
srp_SRS075910,ear
srp_SRS075916,nose
srp_SRS075918,vagina
srp_SRS075920,vagina
srp_SRS075922,vagina
srp_SRS075943,mouth
srp_SRS075947,mouth
srp_SRS075949,mouth
srp_SRS075951,mouth
srp_SRS075953,mouth
srp_SRS075955,mouth
srp_SRS075957,mouth
srp_SRS075959,mouth
srp_SRS075961,mouth
srp_SRS075963,stool
srp_SRS075965,ear
srp_SRS075967,ear
srp_SRS075973,nose
srp_SRS075975,vagina
srp_SRS075977,vagina
srp_SRS075979,vagina
srp_SRS076000,nose
srp_SRS076002,vagina
srp_SRS076004,vagina
srp_SRS076006,vagina
srp_SRS076008,stool
srp_SRS076729,mouth
srp_SRS076733,mouth
srp_SRS076735,mouth
srp_SRS076737,mouth
srp_SRS076739,mouth
srp_SRS076741,mouth
srp_SRS076743,mouth
srp_SRS076745,mouth
srp_SRS076747,mouth
srp_SRS076749,ear
srp_SRS076751,ear
srp_SRS076773,stool
srp_SRS076775,ear
srp_SRS076777,ear
srp_SRS076783,nose
srp_SRS076785,mouth
srp_SRS076789,mouth
srp_SRS076791,mouth
srp_SRS076793,mouth
srp_SRS076795,mouth
srp_SRS076797,mouth
srp_SRS076801,mouth
srp_SRS076803,mouth
srp_SRS076824,stool
srp_SRS076826,ear
srp_SRS076828,ear
srp_SRS076830,arm
srp_SRS076834,nose
srp_SRS076836,vagina
srp_SRS076838,vagina
srp_SRS076840,vagina
srp_SRS076842,mouth
srp_SRS076846,mouth
srp_SRS076848,mouth
srp_SRS076850,mouth
srp_SRS076852,mouth
srp_SRS076854,mouth
srp_SRS076856,mouth
srp_SRS076858,mouth
srp_SRS076860,mouth
srp_SRS076878,ear
srp_SRS076880,ear
srp_SRS076886,nose
srp_SRS076888,mouth
srp_SRS076892,mouth
srp_SRS076894,mouth
srp_SRS076896,mouth
srp_SRS076898,mouth
srp_SRS076900,mouth
srp_SRS076902,mouth
srp_SRS076904,mouth
srp_SRS076906,mouth
srp_SRS076908,stool
srp_SRS076929,stool
srp_SRS076931,ear
srp_SRS076933,ear
srp_SRS076937,arm
srp_SRS076939,nose
srp_SRS076941,vagina
srp_SRS076943,vagina
srp_SRS076945,vagina
srp_SRS076947,mouth
srp_SRS076951,mouth
srp_SRS076953,mouth
srp_SRS076955,mouth
srp_SRS076957,mouth
srp_SRS076959,mouth
srp_SRS076961,mouth
srp_SRS076963,mouth
srp_SRS076965,mouth
srp_SRS076987,mouth
srp_SRS076989,mouth
srp_SRS076991,mouth
srp_SRS076993,mouth
srp_SRS076995,mouth
srp_SRS076997,mouth
srp_SRS076999,mouth
srp_SRS077001,mouth
srp_SRS077003,stool
srp_SRS077005,ear
srp_SRS077007,ear
srp_SRS077009,arm
srp_SRS077013,nose
srp_SRS077034,mouth
srp_SRS077038,mouth
srp_SRS077040,mouth
srp_SRS077042,mouth
srp_SRS077044,mouth
srp_SRS077046,mouth
srp_SRS077048,mouth
srp_SRS077050,mouth
srp_SRS077052,mouth
srp_SRS077054,stool
srp_SRS077056,ear
srp_SRS077058,ear
srp_SRS077062,arm
srp_SRS077064,nose
srp_SRS077066,vagina
srp_SRS077068,vagina
srp_SRS077070,vagina
srp_SRS077092,mouth
srp_SRS077094,mouth
srp_SRS077096,mouth
srp_SRS077098,mouth
srp_SRS077100,mouth
srp_SRS077102,mouth
srp_SRS077104,mouth
srp_SRS077106,mouth
srp_SRS077108,ear
srp_SRS077110,ear
srp_SRS077112,arm
srp_SRS077114,arm
srp_SRS077116,nose
srp_SRS077118,stool
srp_SRS077137,mouth
srp_SRS077141,mouth
srp_SRS077145,mouth
srp_SRS077147,mouth
srp_SRS077149,mouth
srp_SRS077153,mouth
srp_SRS077155,mouth
srp_SRS077157,stool
srp_SRS077159,ear
srp_SRS077167,nose
srp_SRS077169,vagina
srp_SRS077171,vagina
srp_SRS077173,vagina
srp_SRS077194,stool
srp_SRS077196,ear
srp_SRS077198,ear
srp_SRS077202,arm
srp_SRS077204,nose
srp_SRS077206,vagina
srp_SRS077208,vagina
srp_SRS077210,vagina
srp_SRS077212,mouth
srp_SRS077216,mouth
srp_SRS077218,mouth
srp_SRS077226,mouth
srp_SRS077228,mouth
srp_SRS077230,mouth
srp_SRS077248,stool
srp_SRS077250,ear
srp_SRS077260,mouth
srp_SRS077264,mouth
srp_SRS077266,mouth
srp_SRS077268,mouth
srp_SRS077270,mouth
srp_SRS077272,mouth
srp_SRS077274,mouth
srp_SRS077276,mouth
srp_SRS077278,mouth
srp_SRS077296,mouth
srp_SRS077300,mouth
srp_SRS077302,mouth
srp_SRS077304,mouth
srp_SRS077306,mouth
srp_SRS077308,mouth
srp_SRS077310,mouth
srp_SRS077312,mouth
srp_SRS077314,ear
srp_SRS077316,ear
srp_SRS077322,nose
srp_SRS077324,stool
srp_SRS077345,mouth
srp_SRS077349,mouth
srp_SRS077351,mouth
srp_SRS077353,mouth
srp_SRS077355,mouth
srp_SRS077357,mouth
srp_SRS077359,mouth
srp_SRS077361,mouth
srp_SRS077363,mouth
srp_SRS077365,stool
srp_SRS077375,nose
srp_SRS077377,vagina
srp_SRS077379,vagina
srp_SRS077381,vagina
srp_SRS077402,mouth
srp_SRS077406,mouth
srp_SRS077408,mouth
srp_SRS077410,mouth
srp_SRS077412,mouth
srp_SRS077414,mouth
srp_SRS077416,mouth
srp_SRS077418,mouth
srp_SRS077420,mouth
srp_SRS077422,stool
srp_SRS077424,ear
srp_SRS077426,ear
srp_SRS077430,arm
srp_SRS077432,nose
srp_SRS077434,vagina
srp_SRS077436,vagina
srp_SRS077438,vagina
srp_SRS077456,mouth
srp_SRS077460,mouth
srp_SRS077462,mouth
srp_SRS077464,mouth
srp_SRS077466,mouth
srp_SRS077468,mouth
