smp_SRS011157	14
smp_SRS011159	0
smp_SRS011161	11
smp_SRS011163	17
smp_SRS011165	17
smp_SRS011167	3
smp_SRS011169	3
smp_SRS011171	17
smp_SRS011173	9
smp_SRS011175	0
smp_SRS011177	2
smp_SRS011179	2
smp_SRS011180	15
smp_SRS011181	10
smp_SRS011182	8
smp_SRS011271	14
smp_SRS011273	12
smp_SRS011275	4
smp_SRS011277	7
smp_SRS011279	7
smp_SRS011281	16
smp_SRS011283	3
smp_SRS011285	3
smp_SRS011287	4
smp_SRS011289	4
smp_SRS011290	18
smp_SRS011292	2
smp_SRS011293	5
smp_SRS011294	4
smp_SRS011296	8
smp_SRS011300	14
smp_SRS011357	11
smp_SRS011361	17
smp_SRS011363	7
smp_SRS011365	3
smp_SRS011367	17
smp_SRS011369	17
smp_SRS011371	9
smp_SRS011373	15
smp_SRS011375	2
smp_SRS011377	2
smp_SRS011380	8
smp_SRS011405	14
smp_SRS011407	12
smp_SRS011409	17
smp_SRS011413	14
smp_SRS011415	5
smp_SRS011417	0
smp_SRS011419	17
smp_SRS011421	7
smp_SRS011423	7
smp_SRS011425	7
smp_SRS011427	11
smp_SRS011429	17
smp_SRS011431	15
smp_SRS011433	9
smp_SRS011434	15
smp_SRS011435	6
smp_SRS011438	15
smp_SRS011440	8
smp_SRS011441	6
smp_SRS011442	4
smp_SRS011443	4
smp_SRS011444	4
smp_SRS011446	1
smp_SRS011448	17
smp_SRS011450	1
smp_SRS011452	14
smp_SRS011454	11
smp_SRS011456	11
smp_SRS011458	17
smp_SRS011460	7
smp_SRS011462	0
smp_SRS011464	17
smp_SRS011466	17
smp_SRS011468	10
smp_SRS011470	9
smp_SRS011472	14
smp_SRS011474	18
smp_SRS011475	14
smp_SRS011477	14
smp_SRS011479	8
smp_SRS011482	11
smp_SRS011484	17
smp_SRS011485	17
smp_SRS011486	7
smp_SRS011488	7
smp_SRS011490	7
smp_SRS011492	11
smp_SRS011494	9
smp_SRS011496	9
smp_SRS011497	6
smp_SRS011498	18
smp_SRS011499	4
smp_SRS011502	18
smp_SRS011504	12
smp_SRS011506	12
smp_SRS011508	7
smp_SRS011510	3
smp_SRS011512	3
smp_SRS011514	3
smp_SRS011516	17
smp_SRS011518	9
smp_SRS011520	9
smp_SRS011521	15
smp_SRS011523	1
smp_SRS011525	1
smp_SRS011527	1
smp_SRS011529	14
smp_SRS011531	0
smp_SRS011533	12
smp_SRS011535	17
smp_SRS011537	3
smp_SRS011539	7
smp_SRS011541	3
smp_SRS011543	12
smp_SRS011545	9
smp_SRS011547	9
smp_SRS011549	2
smp_SRS011551	18
smp_SRS011553	2
smp_SRS011555	2
smp_SRS011557	8
smp_SRS011559	7
smp_SRS011561	7
smp_SRS011563	16
smp_SRS011565	17
smp_SRS011567	17
smp_SRS011569	15
smp_SRS011571	3
smp_SRS011573	13
smp_SRS011575	6
smp_SRS011576	17
smp_SRS011577	9
smp_SRS011578	15
smp_SRS011580	1
smp_SRS011582	1
smp_SRS011584	1
smp_SRS011586	5
smp_SRS011588	12
smp_SRS011589	11
smp_SRS011592	7
smp_SRS011594	7
smp_SRS011596	17
smp_SRS011598	7
smp_SRS011600	7
smp_SRS011601	15
smp_SRS011604	9
smp_SRS011606	6
smp_SRS011608	13
smp_SRS011609	6
smp_SRS011611	13
smp_SRS011613	6
smp_SRS011615	1
smp_SRS011617	1
smp_SRS011619	1
smp_SRS011621	14
smp_SRS011623	0
smp_SRS011624	9
smp_SRS011627	3
smp_SRS011629	12
smp_SRS011631	12
smp_SRS011634	0
smp_SRS011635	9
smp_SRS011638	9
smp_SRS011640	2
smp_SRS011641	13
smp_SRS011645	13
smp_SRS011647	1
smp_SRS011649	1
smp_SRS011651	1
smp_SRS011653	14
smp_SRS011655	0
smp_SRS011657	11
smp_SRS011659	7
