smp_SRS011157	3
smp_SRS011159	4
smp_SRS011161	15
smp_SRS011163	13
smp_SRS011165	13
smp_SRS011167	12
smp_SRS011169	12
smp_SRS011171	13
smp_SRS011173	4
smp_SRS011175	4
smp_SRS011177	1
smp_SRS011179	1
smp_SRS011180	6
smp_SRS011181	10
smp_SRS011182	10
smp_SRS011271	3
smp_SRS011273	8
smp_SRS011275	8
smp_SRS011277	14
smp_SRS011279	14
smp_SRS011281	16
smp_SRS011283	12
smp_SRS011285	12
smp_SRS011287	8
smp_SRS011289	8
smp_SRS011290	1
smp_SRS011292	1
smp_SRS011293	17
smp_SRS011294	8
smp_SRS011296	10
smp_SRS011300	3
smp_SRS011357	15
smp_SRS011361	13
smp_SRS011363	14
smp_SRS011365	12
smp_SRS011367	13
smp_SRS011369	13
smp_SRS011371	6
smp_SRS011373	6
smp_SRS011375	1
smp_SRS011377	1
smp_SRS011380	1
smp_SRS011405	3
smp_SRS011407	0
smp_SRS011409	13
smp_SRS011413	17
smp_SRS011415	17
smp_SRS011417	4
smp_SRS011419	13
smp_SRS011421	14
smp_SRS011423	14
smp_SRS011425	14
smp_SRS011427	15
smp_SRS011429	13
smp_SRS011431	9
smp_SRS011433	15
smp_SRS011434	6
smp_SRS011435	5
smp_SRS011438	6
smp_SRS011440	10
smp_SRS011441	9
smp_SRS011442	8
smp_SRS011443	8
smp_SRS011444	8
smp_SRS011446	7
smp_SRS011448	13
smp_SRS011450	7
smp_SRS011452	3
smp_SRS011454	15
smp_SRS011456	15
smp_SRS011458	13
smp_SRS011460	14
smp_SRS011462	13
smp_SRS011464	13
smp_SRS011466	13
smp_SRS011468	10
smp_SRS011470	6
smp_SRS011472	3
smp_SRS011474	10
smp_SRS011475	3
smp_SRS011477	3
smp_SRS011479	10
smp_SRS011482	15
smp_SRS011484	13
smp_SRS011485	13
smp_SRS011486	14
smp_SRS011488	14
smp_SRS011490	14
smp_SRS011492	15
smp_SRS011494	6
smp_SRS011496	6
smp_SRS011497	9
smp_SRS011498	10
smp_SRS011499	8
smp_SRS011502	10
smp_SRS011504	0
smp_SRS011506	0
smp_SRS011508	14
smp_SRS011510	14
smp_SRS011512	12
smp_SRS011514	12
smp_SRS011516	13
smp_SRS011518	6
smp_SRS011520	6
smp_SRS011521	5
smp_SRS011523	7
smp_SRS011525	7
smp_SRS011527	7
smp_SRS011529	3
smp_SRS011531	4
smp_SRS011533	0
smp_SRS011535	12
smp_SRS011537	12
smp_SRS011539	14
smp_SRS011541	12
smp_SRS011543	0
smp_SRS011545	6
smp_SRS011547	6
smp_SRS011549	1
smp_SRS011551	10
smp_SRS011553	1
smp_SRS011555	1
smp_SRS011557	10
smp_SRS011559	14
smp_SRS011561	14
smp_SRS011563	16
smp_SRS011565	13
smp_SRS011567	13
smp_SRS011569	5
smp_SRS011571	12
smp_SRS011573	2
smp_SRS011575	9
smp_SRS011576	13
smp_SRS011577	6
smp_SRS011578	5
smp_SRS011580	7
smp_SRS011582	7
smp_SRS011584	7
smp_SRS011586	17
smp_SRS011588	0
smp_SRS011589	15
smp_SRS011592	14
smp_SRS011594	14
smp_SRS011596	13
smp_SRS011598	14
smp_SRS011600	14
smp_SRS011601	6
smp_SRS011604	6
smp_SRS011606	9
smp_SRS011608	2
smp_SRS011609	6
smp_SRS011611	2
smp_SRS011613	9
smp_SRS011615	12
smp_SRS011617	7
smp_SRS011619	7
smp_SRS011621	3
smp_SRS011623	4
smp_SRS011624	4
smp_SRS011627	12
smp_SRS011629	0
smp_SRS011631	0
smp_SRS011634	4
smp_SRS011635	6
smp_SRS011638	6
smp_SRS011640	1
smp_SRS011641	2
smp_SRS011645	2
smp_SRS011647	7
smp_SRS011649	7
smp_SRS011651	7
smp_SRS011653	3
smp_SRS011655	4
smp_SRS011657	15
smp_SRS011659	14
smp_SRS011661	14
smp_SRS011663	12
smp_SRS011665	15
smp_SRS011667	14
smp_SRS011669	6
smp_SRS011671	5
smp_SRS011673	5
smp_SRS011675	5
smp_SRS011677	10
smp_SRS011680	5
smp_SRS011682	7
smp_SRS011684	7
smp_SRS011686	7
smp_SRS012191	17
smp_SRS013141	4
smp_SRS013156	5
smp_SRS013177	3
smp_SRS013185	4
smp_SRS013189	0
smp_SRS013191	13
smp_SRS013193	12
smp_SRS013195	12
smp_SRS013197	12
smp_SRS013199	4
smp_SRS013201	6
smp_SRS013203	6
smp_SRS013205	1
smp_SRS013207	1
smp_SRS013209	17
smp_SRS013213	5
smp_SRS013216	3
smp_SRS013228	15
smp_SRS013234	14
smp_SRS013237	14
smp_SRS013240	12
smp_SRS013243	12
smp_SRS013246	13
smp_SRS013249	13
smp_SRS013252	6
smp_SRS013255	4
smp_SRS013258	1
smp_SRS013261	1
smp_SRS013264	10
smp_SRS013267	10
smp_SRS013270	9
smp_SRS013386	3
smp_SRS013407	9
smp_SRS013456	0
smp_SRS013460	0
smp_SRS013462	13
smp_SRS013464	14
smp_SRS013466	12
smp_SRS013468	4
smp_SRS013470	0
smp_SRS013472	10
smp_SRS013474	9
smp_SRS013490	17
smp_SRS013498	8
smp_SRS013502	12
smp_SRS013504	12
smp_SRS013506	16
smp_SRS013508	8
smp_SRS013510	13
smp_SRS013512	12
smp_SRS013516	6
smp_SRS013543	3
smp_SRS013551	4
smp_SRS013555	15
smp_SRS013557	0
smp_SRS013559	14
smp_SRS013561	13
smp_SRS013563	14
smp_SRS013565	13
smp_SRS013567	6
smp_SRS013569	6
smp_SRS013581	15
smp_SRS013583	6
smp_SRS013585	4
smp_SRS013638	17
smp_SRS013646	4
smp_SRS013650	0
smp_SRS013652	0
smp_SRS013654	12
smp_SRS013656	4
smp_SRS013658	0
smp_SRS013660	4
smp_SRS013662	4
smp_SRS013664	4
smp_SRS013666	9
smp_SRS013668	9
smp_SRS013674	2
smp_SRS013676	1
smp_SRS013678	1
smp_SRS013680	0
smp_SRS013681	0
smp_SRS013683	10
smp_SRS013687	17
smp_SRS013699	15
smp_SRS013705	15
smp_SRS013708	15
smp_SRS013711	13
smp_SRS013714	4
smp_SRS013717	13
smp_SRS013720	15
smp_SRS013723	6
smp_SRS013727	9
smp_SRS013729	4
smp_SRS013732	9
smp_SRS013735	6
smp_SRS013741	10
smp_SRS013762	3
smp_SRS013770	0
smp_SRS013774	14
smp_SRS013776	13
smp_SRS013778	12
smp_SRS013780	12
smp_SRS013782	12
smp_SRS013784	13
smp_SRS013786	6
smp_SRS013788	6
smp_SRS013798	5
smp_SRS013801	3
smp_SRS013813	0
smp_SRS013819	12
smp_SRS013822	13
smp_SRS013825	12
smp_SRS013831	14
smp_SRS013834	15
