smp_SRS011157	4
smp_SRS011159	6
smp_SRS011161	9
smp_SRS011163	11
smp_SRS011165	11
smp_SRS011167	2
smp_SRS011169	11
smp_SRS011171	11
smp_SRS011173	1
smp_SRS011175	0
smp_SRS011177	15
smp_SRS011179	15
smp_SRS011180	17
smp_SRS011181	5
smp_SRS011182	15
smp_SRS011271	4
smp_SRS011273	3
smp_SRS011275	16
smp_SRS011277	2
smp_SRS011279	2
smp_SRS011281	13
smp_SRS011283	13
smp_SRS011285	13
smp_SRS011287	16
smp_SRS011289	12
smp_SRS011290	15
smp_SRS011292	15
smp_SRS011293	8
smp_SRS011294	16
smp_SRS011296	15
smp_SRS011300	4
smp_SRS011357	9
smp_SRS011361	11
smp_SRS011363	2
smp_SRS011365	2
smp_SRS011367	11
smp_SRS011369	11
smp_SRS011371	17
smp_SRS011373	17
smp_SRS011375	15
smp_SRS011377	15
smp_SRS011380	15
smp_SRS011405	4
smp_SRS011407	3
smp_SRS011409	11
smp_SRS011413	4
smp_SRS011415	8
smp_SRS011417	0
smp_SRS011419	10
smp_SRS011421	2
smp_SRS011423	2
smp_SRS011425	2
smp_SRS011427	9
smp_SRS011429	9
smp_SRS011431	14
smp_SRS011433	9
smp_SRS011434	17
smp_SRS011435	5
smp_SRS011438	5
smp_SRS011440	15
smp_SRS011441	10
smp_SRS011442	16
smp_SRS011443	16
smp_SRS011444	16
smp_SRS011446	7
smp_SRS011448	7
smp_SRS011450	7
smp_SRS011452	4
smp_SRS011454	9
smp_SRS011456	9
smp_SRS011458	11
smp_SRS011460	2
smp_SRS011462	6
smp_SRS011464	11
smp_SRS011466	11
smp_SRS011468	5
smp_SRS011470	17
smp_SRS011472	4
smp_SRS011474	15
smp_SRS011475	4
smp_SRS011477	4
smp_SRS011479	15
smp_SRS011482	9
smp_SRS011484	11
smp_SRS011485	11
smp_SRS011486	2
smp_SRS011488	7
smp_SRS011490	2
smp_SRS011492	9
smp_SRS011494	17
smp_SRS011496	17
smp_SRS011497	10
smp_SRS011498	15
smp_SRS011499	16
smp_SRS011502	15
smp_SRS011504	6
smp_SRS011506	3
smp_SRS011508	2
smp_SRS011510	2
smp_SRS011512	2
smp_SRS011514	2
smp_SRS011516	2
smp_SRS011518	1
smp_SRS011520	1
smp_SRS011521	10
smp_SRS011523	7
smp_SRS011525	7
smp_SRS011527	7
smp_SRS011529	4
smp_SRS011531	6
smp_SRS011533	6
smp_SRS011535	11
smp_SRS011537	13
smp_SRS011539	2
smp_SRS011541	13
smp_SRS011543	3
