p4z1r30,-4.5416751741,1.9009396359,0
p4z1r31,2.0728543374,0.1878005694,9
p4z1r32,-4.6788918791,-3.0988136988,0
p4z1r33,-4.74161182,0.032100667,1
p4z1r34,2.3096307541,0.1010779399,10
p4z1r35,2.2911739712,0.1291843192,8
p4z1r36,1.6694232075,0.312503514,8
p4z1r37,-4.5852444217,-2.7588825369,0
p4z1r38,2.2595841666,0.0388569669,8
p4z1r39,1.9970845761,0.1448651917,8
p4z1r4,1.8800608557,0.1446370689,4
p4z1r40,-4.0872184283,2.4521255302,5
p4z1r42,1.5962654969,0.2707157595,8
p4z1r47,-4.8626213411,2.7484496991,0
p4z1r5,-4.8350152237,2.6476093318,0
p4z1r6,1.6379849833,0.2557087898,10
p4z1r61,0.8999261687,0.707994939,8
p4z1r62,-4.5995423506,-2.7219480149,0
p4z1r63,0.0799571646,1.2050705158,8
p4z1r64,-1.5311040359,1.6678411229,7
p4z1r65,2.1565651881,0.2075155237,8
p4z1r66,2.3896183234,0.2266056124,8
p4z1r67,2.5117625697,0.0983810619,8
p4z1r68,2.5961831265,0.1360406922,9
p4z1r69,1.9320697453,0.3453397817,8
p4z1r7,-2.541543206,1.9093360842,5
p4z1r70,1.0748151064,0.7016566364,8
p4z1r71,-4.7731827882,-0.2988927115,0
p4z1r72,-4.1317112156,0.1185919566,2
p4z1r73,1.4491924388,0.1236287826,7
p4z1r76,2.4367550287,0.1259110144,10
p4z1r77,0.8540332881,0.7863936819,8
p4z1r78,-4.3553106391,0.85436582,0
p4z1r79,-4.6840154242,-3.1025778299,0
p4z1r8,-3.7218269193,2.4302683759,8
p4z1r80,-4.8642410031,2.6841917339,0
p4z1r9,-4.5683535255,1.6973604305,0
p4z2r1,2.3769159553,0.1090146189,8
p4z2r10,1.958870194,0.0361449493,10
p4z2r11,1.7546864533,0.2877487119,8
p4z2r12,-4.3347218619,1.9791810642,8
p4z2r13,-4.6638498355,-2.963084891,0
p4z2r14,-0.1628885272,0.8558291933,8
p4z2r15,-4.6724109447,-2.8654172626,0
p4z2r16,0.5609679045,0.8449849305,8
p4z2r17,-4.6514901299,-3.0225393085,0
p4z2r18,1.794104466,0.1748045593,10
p4z2r19,2.203685692,0.2625015194,8
p4z2r2,1.761480032,0.3638679956,8
p4z2r21,-3.7392468001,-1.9105634942,4
p4z2r22,-0.218135919,1.1698909679,6
p4z2r23,2.3070700857,0.4125063867,8
p4z2r24,2.2759379025,0.1296695291,8
p4z2r25,-4.8987064982,2.6870060978,0
p4z2r26,2.1718871436,0.0959839683,8
p4z2r27,1.2824676506,0.4347935899,8
p4z2r28,-4.3106798738,1.7244904337,4
p4z2r29,-4.6574183107,1.121639065,0
p4z2r3,-4.6813327506,0.3404598834,0
p4z2r30,2.0976392463,0.1494875023,9
p4z2r31,-4.6114354017,1.7791072721,0
p4z2r32,-4.4977831217,-1.4962720992,0
p4z2r33,-4.028211721,1.9499270975,4
p4z2r34,-4.7505916646,2.8055689046,7
p4z2r35,-3.0614411071,1.5757649163,5
p4z2r36,2.5326346778,0.1466318901,8
p4z2r37,2.293565893,0.0503557793,10
p4z2r38,2.4361726562,0.1993072737,8
p4z2r39,-4.7267369392,-0.4094382483,0
p4z2r4,-4.6424155655,-3.0323603507,0
p4z2r40,0.2427005682,0.9264237832,8
p4z2r5,-4.2595415209,0.9485971832,0
p4z2r50,-4.9021621531,2.890814704,0
p4z2r6,-4.8931092754,2.8470073526,0
p4z2r61,-4.6417230985,2.7988370457,0
p4z2r62,-4.6452081205,-2.9843320602,0
p4z2r63,-4.6906177699,-3.1053354154,0
p4z2r64,2.4930645108,0.1411416838,8
p4z2r65,-3.6051361254,-1.7912777071,0
p4z2r66,2.6895229343,0.1793292614,9
p4z2r67,-4.6643340875,-3.0822067677,0
p4z2r68,-4.6229015156,-2.8676557246,0
p4z2r69,-4.7380750127,2.4449766889,0
p4z2r7,-4.6758009807,-2.7939762536,0
p4z2r71,2.3655899243,0.2269140731,8
p4z2r72,-4.7182667334,2.4341218353,0
p4z2r73,-4.6225417523,-2.9306168074,0
p4z2r75,1.9943516381,0.3018730913,8
p4z2r76,2.3228683817,0.2536957693,8
p4z2r77,-4.7523370475,2.8271501602,3
p4z2r78,2.1544352518,0.2278654838,8
p4z2r79,-4.5455297013,-2.8303049285,0
p4z2r8,-3.3027502975,2.0362363971,3
p4z2r80,-4.7845735243,2.6058351583,0
p4z2r9,-4.8523295336,2.8736480272,8
