sample,region
smp_SRS046382,stool
smp_SRS016437,stool
srp_SRS143417,stool
srp_SRS077552,stool
srp_SRS143198,stool
srp_SRS100124,stool
smp_SRS053301,stool
srp_SRS147040,stool
smp_SRS015960,stool
smp_SRS022354,stool
smp_SRS024568,stool
srp_SRS141263,stool
srp_SRS144008,stool
srp_SRS146545,stool
smp_SRS015782,stool
srp_SRS018712,stool
srp_SRS097947,stool
srp_SRS077752,stool
smp_SRS047950,stool
smp_SRS057122,stool
srp_SRS141431,stool
smp_SRS014442,stool
srp_SRS142922,stool
smp_SRS018968,stool
smp_SRS023106,stool
smp_SRS042365,stool
smp_SRS015190,stool
smp_SRS023488,stool
smp_SRS014613,stool
smp_SRS014369,stool
smp_SRS022291,stool
srp_SRS098881,stool
smp_SRS022159,stool
srp_SRS140749,stool
smp_SRS053335,stool
srp_SRS104311,stool
srp_SRS142943,stool
srp_SRS141065,stool
srp_SRS103839,stool
srp_SRS147538,stool
srp_SRS104218,stool
smp_SRS020290,stool
srp_SRS145260,stool
smp_SRS049164,stool
smp_SRS013801,stool
srp_SRS105082,stool
smp_SRS023734,stool
srp_SRS143070,stool
smp_SRS018076,stool
srp_SRS145785,stool
smp_SRS014885,stool
smp_SRS016095,stool
smp_SRS050733,stool
srp_SRS149294,stool
srp_SRS098409,stool
smp_SRS014923,stool
srp_SRS148738,stool
smp_SRS063307,stool
smp_SRS046639,stool
smp_SRS052326,stool
smp_SRS064335,stool
srp_SRS064525,stool
srp_SRS147997,stool
srp_SRS104400,stool
srp_SRS103987,stool
smp_SRS063275,stool
smp_SRS048870,stool
smp_SRS045414,stool
srp_SRS147271,stool
smp_SRS014235,stool
smp_SRS049766,stool
srp_SRS103564,stool
smp_SRS013386,stool
srp_SRS148216,stool
srp_SRS077534,stool
srp_SRS097889,stool
smp_SRS065725,stool
srp_SRS141555,stool
srp_SRS100589,stool
srp_SRS150099,stool
smp_SRS056832,stool
srp_SRS103914,stool
srp_SRS141677,stool
smp_SRS062427,stool
smp_SRS021664,stool
srp_SRS104599,stool
